,SMILES,Molecule Name,LogD,LogS,Log_HLM_CLint,Log_MLM_CLint,Log_Caco_Papp_AB,Log_Caco_ER,Log_Mouse_PPB,Log_Mouse_BPB,Log_Mouse_MPB,LogD modifier,KSOL modifier,HLM CLint modifier,MLM CLint modifier,Caco-2 Permeability Papp A>B modifier,Caco-2 Permeability Efflux modifier,MPPB modifier,MBPB modifier,MGMB modifier,INCHIKEY
1391,COc1ccc(-c2cc(C(=O)N3CCC[C@@H](Oc4cncc(Cl)c4)C3)[nH]n2)c(OC)c1,E-0014307,3.4,-3.7520267336381936,2.346548558548474,2.55303301620244,,,,,,=,=,=,=,,,,,,WWYCXBHJMYJFIM-MRXNPFEDSA-N
1392,O=C(c1n[nH]cc1-c1ccn2nccc2n1)N1CCN(c2cncc(Cl)c2)CC1,E-0014308,1.8,-4.374687549038326,1.9503648543761232,2.7603470785299065,,,,,,=,=,=,=,,,,,,WVHYIUZEWCQMOQ-UHFFFAOYSA-N
1393,O=C(c1n[nH]cc1-c1ccn2nccc2n1)N1CCN(CC(F)(F)F)CC1,E-0014309,1.1,-3.6478174818886377,1.2278867046136734,1.8567288903828827,,,,,,=,=,=,=,,,,,,MLQAVPKDZWGNNM-UHFFFAOYSA-N
1394,COc1ccc(-c2cc(C(=O)N3CCN(c4cncc(Cl)c4)CC3)n[nH]2)c(OC)c1,E-0014310,3.7,-5.6595558851598815,1.7160033436347992,2.704750904290671,,,,,,=,=,=,=,,,,,,CQPPXWRMODMREK-UHFFFAOYSA-N
1395,O=C(c1n[nH]cc1-c1ccn2nccc2n1)N1CCN(c2ccc(Cl)cc2)CC1,E-0014311,2.7,-4.823908740944319,1.6201360549737576,2.295786940251609,,,,,,=,=,=,=,,,,,,JAODOAWMXDSJNG-UHFFFAOYSA-N
1396,O=C(c1cc(-c2ccc3ocnc3c2)n[nH]1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0014312,4.5,-5.964770443649788,0.7481880270062004,2.00987563371216,,,,,,=,=,=,=,,,,,,QYIQKNHTDYAZRE-UHFFFAOYSA-N
1397,O=C(c1cc(-c2ccc3ocnc3c2)n[nH]1)N1CCN(Cc2ccc(Cl)cc2)CC1,E-0014313,3.9,-5.888065723667318,1.6875289612146342,2.373463721632369,,,,,,=,=,=,=,,,,,,AHGCJRMSMDDOEJ-UHFFFAOYSA-N
1398,Cc1[nH]nc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)c1C(F)(F)F,E-0014314,2.9,-3.586700235918748,1.0492180226701815,2.110589710299249,,,,,,=,=,=,=,,,,,,ZQMQFFSWDNOIIV-UHFFFAOYSA-N
1399,O=c1c2[nH]c3cc(OCC4CC4)ccc3c2ccn1CCCN1CCCCC1,E-0014315,2.8,-4.202732459169283,1.3242824552976926,1.75815462196739,-4.708409174341999,0.26481782300953643,,,,=,=,=,=,=,=,,,,LVEKUOWBCNIXIT-UHFFFAOYSA-N
1400,C#Cc1cccc2c(C(=O)N3CCN(c4ccc(CN5CC(OC)C5)cc4)CC3)cn(C)c12,E-0014316,2.9,-5.38933983691012,1.546542663478131,3.3692715326210267,-4.693360558975739,0.24797326636180664,0.7481880270062004,0.46834733041215726,,=,=,=,=,=,=,=,=,,FQLWWPXKKQMNGF-UHFFFAOYSA-N
1401,COC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5c(C#N)cccc45)CC3)cc2)C1,E-0014317,2.1,-4.213248577854439,1.5932860670204574,2.573683693093798,-4.327348077159997,0.16136800223497488,1.2174839442139063,0.8034571156484139,,=,=,=,=,=,=,=,=,,CIZWWTZETCSCFH-UHFFFAOYSA-N
1402,COc1ccnc2c(C(=O)N3C4CC3CN(c3ccc(N5CC(OC)C5)cc3)C4)cn(C)c12,E-0014318,2.5,-4.235077015350112,1.9283958522567137,2.924486043733915,,,,,,=,=,=,=,,,,,,CDLYCQQRXYBRLJ-UHFFFAOYSA-N
1403,Cn1cc(C(=O)N2C3CC2CN(c2ccc(C4(CO)COC4)cc2)C3)c2cccnc21,E-0014319,1.8,-4.180456064458132,1.3138672203691535,2.2008504980910777,-4.812761380168522,0.6414741105040995,,,,=,=,=,=,=,=,,,,OQBWXAPKLBBZHL-UHFFFAOYSA-N
1404,CN1C[C@@H](COc2nccc3c2[nH]c2cc(Cl)ccc23)CCC1=O,E-0014320,4.0,-5.786482243003695,1.5932860670204574,2.495821753385906,,,,,,=,=,=,=,,,,,,LHGDWWQEFFTOKF-NSHDSACASA-N
1405,CN1C[C@H](COc2nccc3c2[nH]c2cc(Cl)ccc23)CCC1=O,E-0014321,4.2,-5.699404516110037,1.7427251313046983,2.3712526291249394,,,,,,=,=,=,=,,,,,,LHGDWWQEFFTOKF-LLVKDONJSA-N
1406,CC(C)N(CCn1ccc2c([nH]c3cc(F)ccc32)c1=O)C(C)C,E-0014322,3.1,-4.790484985457369,1.6117233080073419,3.295325147042704,,,,,,=,=,=,=,,,,,,SRVSRFCNJRTFGO-UHFFFAOYSA-N
1407,CC(C)N(C)CCn1ccc2c([nH]c3cc(F)ccc32)c1=O,E-0014323,2.6,-4.086186147616283,0.9030899869919435,2.3684728384403617,-4.4971633613789965,0.2810333672477276,,,,=,=,=,=,=,=,,,,CVTHXKFZUYMJAU-UHFFFAOYSA-N
1408,CC(C)[N+](C)(C)CCn1ccc2c([nH]c3cc(F)ccc32)c1=O,E-0014324,-0.7,-4.1090204030103115,0.4913616938342727,1.3463529744506386,,,,,,=,=,=,=,,,,,,CVVQUUUQXXDNBJ-UHFFFAOYSA-O
1409,CN(CCN1CCCCC1)c1ccc(O)cc1-c1cc2cnccc2cn1,E-0014325,0.8,-3.596879478824182,1.1986570869544226,2.4253711664389415,,,,,,=,=,=,=,,,,,,JAYXCSHBUPRWNE-UHFFFAOYSA-N
1410,CCC(C(N)=O)c1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014326,2.9,-4.681936665037238,1.0253058652647702,2.6698745024898027,,,1.0969100130080565,0.8382192219076258,,=,=,=,=,,,=,=,,RQSHHQQLLBXWPO-UHFFFAOYSA-N
1411,CN(c1cnn(CC(N)=O)c1)c1nccc(-c2cccc(F)c2)n1,E-0014327,2.3,-4.421360790031928,1.307496037913213,2.388278863459639,,,,,,=,=,=,=,,,,,,MNKKHZGANAMCFJ-UHFFFAOYSA-N
1412,CN(c1cnn(CC2CCNCC2)c1)c1nccc(-c2cccc(F)c2)n1,E-0014328,1.1,-3.5900668766687054,0.0,2.330007700872759,,,,,,=,=,=,=,,,,,,NZNUYLBCSNWKDH-UHFFFAOYSA-N
1413,CNc1ncc(-c2cn(C)c3ccc(OCCCN4CCCC4)cc23)cc1OC,E-0014329,1.6,-3.688246138944246,0.43136376415898736,2.5185139398778875,,,,,,=,=,=,=,,,,,,STLKOCIROMPIBJ-UHFFFAOYSA-N
1414,C[C@H](N)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)c1,E-0014330,1.0,-3.5128616245228135,0.07918124604762482,1.9395192526186185,,,,,,=,=,=,=,,,,,,LXEGYOYUBZBSSV-LBPRGKRZSA-N
1415,C[C@@H](N)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)c1,E-0014331,1.0,-3.54821356447571,0.6627578316815741,2.2011238972073794,,,,,,=,=,=,=,,,,,,LXEGYOYUBZBSSV-GFCCVEGCSA-N
1416,c1ncc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2n1,E-0014332,2.3,-3.6289321377282637,1.7283537820212285,2.214843848047698,,,,,,=,=,=,=,,,,,,BWOXHFXKBAHYBL-UHFFFAOYSA-N
1417,FC1(F)CN(CCc2ccc(Nc3cccc(-c4cccnc4)n3)cc2)C1,E-0014333,3.7,-5.063486257521107,2.024895960107485,3.1108589567318674,,,,,,=,=,=,=,,,,,,IBBZIJRAEUCPHO-UHFFFAOYSA-N
1418,c1cncc(-c2cccc(Nc3ccc(CCN4CCC4)cc3)n2)c1,E-0014334,1.3,-3.580044251510242,0.8512583487190752,2.5456781497920256,-4.951558196449596,0.3979400086720376,,,,=,=,=,=,=,=,,,,KQFAFGBLUBCBHI-UHFFFAOYSA-N
1419,NC(=O)Cc1cccc(Nc2cccc(-c3cncs3)n2)n1,E-0014335,2.0,-5.337242168318426,1.1139433523068367,2.6114046377115936,-4.790484985457369,0.49968708261840383,,,,=,=,=,=,=,=,,,,CAGWRBMDSSTLNA-UHFFFAOYSA-N
1420,NC(=O)Cc1cccc(Nc2cccc(-c3cncnc3)n2)n1,E-0014336,1.3,-4.292429823902063,1.0755469613925308,2.2195845262142546,-5.1090204030103115,0.7958800173440752,,,,=,=,=,=,=,=,,,,KQEMZZAVRMKXEB-UHFFFAOYSA-N
1421,NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3Cl)n2)n1,E-0014337,2.0,-4.0675262353228465,0.6989700043360189,2.457124626303409,-4.789413975094844,0.4329692908744057,1.3180633349627615,1.1752218003430523,,=,=,=,=,=,=,=,=,,RXAUVXIJQBMXNJ-UHFFFAOYSA-N
1422,NC(=O)Cc1cccc(Nc2cccc(-c3ccc(Cl)nc3)n2)n1,E-0014338,2.5,-5.00436480540245,1.1702617153949575,2.076276255404218,,,,,,=,=,=,=,,,,,,HWGYUDXCLRLBFS-UHFFFAOYSA-N
1423,CNCCOc1ccc(-c2ccc3ncccc3c2)c(N)c1,E-0014339,0.5,-3.575118363368933,2.1792644643390253,1.8609366207000937,,,,,,=,=,=,=,,,,,,JNEPZIUCAJKMPP-UHFFFAOYSA-N
1424,c1cc2ccc(-c3ccc(OCCNC4CCC4)cc3)cc2cn1,E-0014340,2.8,-3.6289321377282637,1.146128035678238,3.0153597554092144,,,,,,=,=,=,=,,,,,,GXZXUJJBMWGUQL-UHFFFAOYSA-N
1425,c1cc2ccc(-c3ccc(OCCNC4COC4)cc3)cc2cn1,E-0014341,2.8,-3.5391021572434522,1.0863598306747482,2.670709595223797,-4.832978204209744,0.2355284469075489,0.785329835010767,0.3979400086720376,,=,=,=,=,=,=,=,=,,XFVAAUFBLJMQGA-UHFFFAOYSA-N
1426,c1cc2ccc(-c3ccc(OCCNC4CCCCC4)cc3)cc2cn1,E-0014342,3.1,-3.567030709125594,,,,,,,,=,=,,,,,,,,HDDAPFZBKHRSRR-UHFFFAOYSA-N
1427,NC(=O)C(F)(F)c1cccc(Nc2cccc(-c3cccnc3)n2)c1,E-0014343,2.9,-4.355561410532162,,,,,,,,=,=,,,,,,,,OYJQXKLJEXNJFL-UHFFFAOYSA-N
1428,CNc1cc(OC)ncc1-c1cc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)on1,E-0014344,4.1,-5.910094888560602,1.2068258760318498,2.0856472882968564,,,,,,>,<,=,=,,,,,,YOLIBFCYLXUWQS-UHFFFAOYSA-N
1429,CNc1cc(OC)ncc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)on1,E-0014345,4.0,-5.570247719997592,1.6127838567197355,2.4929000111087034,-5.580044251510242,0.3820170425748684,0.43136376415898736,0.17897694729316943,,=,=,=,=,=,=,=,=,,KJURUQLJDJSBRV-UHFFFAOYSA-N
1430,Clc1cncc(O[C@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4cccnc24)C3)c1,E-0014346,2.7,-4.156144577376839,2.0354297381845483,2.7315081835960253,,,,,,=,=,=,=,,,,,,LBYCJLKZURDDJH-WURKVNMJSA-N
1431,Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4cccnc24)C3)c1,E-0014347,3.5,-4.707743928643524,2.477265995424853,3.351293718309777,-4.583525920899779,0.2355284469075489,0.414973347970818,0.5820633629117087,0.6334684555795865,=,=,=,=,=,=,=,=,=,LBYCJLKZURDDJH-DBWKPXFBSA-N
1432,COc1ccc(-c2cc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)on2)c(O)c1,E-0014348,4.1,-5.991825815993574,2.5620548296563785,1.8733206018153987,,,,,,>,<,=,=,,,,,,NBHGEBJXAGHUJI-UHFFFAOYSA-N
1433,O=C(c1n[nH]cc1-c1ccc2ocnc2c1)N1CCN(Cc2cncc(Cl)c2)C2(CC2)C1,E-0014349,2.0,-3.5575202309355514,1.863322860120456,2.6509870943834453,,,,,,=,=,=,=,,,,,,KLNAXUZHMJXXKX-UHFFFAOYSA-N
1434,O=C(c1n[nH]cc1-c1ccc2ocnc2c1)N1CCN(Cc2ccccc2)CC1,E-0014350,2.4,-3.6108339156354674,2.6725596277632757,3.469144282483513,,,,,,=,=,=,=,,,,,,OPYHAZJULYOSQJ-UHFFFAOYSA-N
1435,O=C(c1n[nH]cc1-c1ccc2ocnc2c1)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014351,2.5,-3.5734887386354246,1.954242509439325,2.8980666606416348,-5.295849483160201,0.8744818176994665,1.0606978403536116,0.6875289612146344,,=,=,=,=,=,=,=,=,,HABGPQSZOGHSTF-UHFFFAOYSA-N
1436,O=C(c1[nH]ncc1-c1cc2ccccc2[nH]1)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014352,3.7,-4.3872161432802645,1.586587304671755,2.2979792441593623,-5.812479279163537,0.5751878449276611,0.11394335230683679,0.04139268515822508,,=,=,=,=,=,=,=,=,,OKAVTSZVKLIBQL-UHFFFAOYSA-N
1437,O=C(c1n[nH]cc1-c1ccn2nccc2n1)N1CCC[C@H](Oc2cncc(Cl)c2)C1,E-0014353,1.8,-3.5331323796458904,2.0666985504229953,2.8903092168999485,-5.112382699664264,0.8195439355418687,1.3424226808222062,1.2823955047425255,,=,=,=,=,=,=,=,=,,ZPIDGGAXABGEOC-AWEZNQCLSA-N
1438,O=C(c1n[nH]cc1-c1ccn2nccc2n1)N1CCC[C@@H](Oc2cncc(Cl)c2)C1,E-0014354,1.8,-3.5606673061697376,2.778729923996112,3.414555556229215,,,,,,=,=,=,=,,,,,,ZPIDGGAXABGEOC-CQSZACIVSA-N
1439,O=C(c1n[nH]cc1-c1ccn2nccc2n1)N1CCN(C2CC2)CC1,E-0014355,0.8,-3.51427857351842,0.6334684555795865,1.9585638832219674,-5.27083521030723,0.6794278966121188,1.919078092376074,1.6265456590271294,,=,=,=,=,=,=,=,=,,OJUNPMKCUCECDE-UHFFFAOYSA-N
1440,Cc1[nH]nc(C(=O)N2CCN(c3ccc(Cl)cc3)CC2)c1-c1ccc2ncsc2c1,E-0014356,3.4,-5.721703791908726,2.0755469613925306,2.7315887651867388,,,,,,=,=,=,=,,,,,,NPRXFVCFXRBVDU-UHFFFAOYSA-N
1441,COc1ccc(-c2cc(C(=O)N3CCC(OC4CCN(C5CC5)CC4)CC3)n[nH]2)c(OC)c1,E-0014357,2.6,-3.571865205971211,1.6954816764901974,3.2790506481990263,,,,,,=,=,=,=,,,,,,SZOMFJFGNSPHHG-UHFFFAOYSA-N
1442,COc1cncc(OC2CCN(C(=O)c3cc(-c4ccc(OC)cc4OC)[nH]n3)CC2)c1,E-0014358,3.4,-4.218963061378868,1.6901960800285136,2.5520595341878844,-5.245651664288981,0.4712917110589386,,0.4668676203541094,,=,=,=,=,=,=,,=,,QTCYMIVVBQOLMY-UHFFFAOYSA-N
1443,COc1ccc(-c2cc(C(=O)N3CCC(Oc4cnc(C)nc4)CC3)n[nH]2)c(OC)c1,E-0014359,2.6,-4.396855627379818,0.6627578316815741,2.0261245167454502,,,,,,=,=,=,=,,,,,,RAMKGMGPDCWPFT-UHFFFAOYSA-N
1444,COc1ccc2c(c1)[nH]c1c(C(N)=O)ccnc12,E-0014360,2.2,-4.311580177997289,2.2688119037397803,3.4162576269990224,-4.413075291855179,0.3053513694466238,,,,=,=,=,=,=,=,,,,XHOSKDDPCRPAQC-UHFFFAOYSA-N
1445,COc1ccc2c(c1)[nH]c1c(C(=O)NCCCN3CCCCC3)ccnc12,E-0014361,2.0,-4.088842391260023,1.0453229787866574,1.829946695941636,-4.436756298859602,0.2810333672477276,1.1613680022349748,0.6053050461411094,,=,=,=,=,=,=,=,=,,CWJIVOBHLBXGKG-UHFFFAOYSA-N
1446,O=c1c2[nH]c3cc(F)ccc3c2ccn1CCCN1CC2(CCO2)C1,E-0014362,2.2,-4.125518182300533,0.8325089127062363,1.7185016888672742,-4.429924294678396,0.2855573090077738,,,,=,=,=,=,=,=,,,,PZAHRFMVMJVJQM-UHFFFAOYSA-N
1447,CN1CCC[C@@H](Cn2nc3c(cc2=O)c2ccc(Cl)cc2n3C)C1,E-0014363,1.9,-4.1438755557577,0.9242792860618817,1.9498777040368747,-4.468521082957745,0.2148438480476979,1.1583624920952498,0.6665179805548809,,=,=,=,=,=,=,=,=,,KEPSEDNPNFETPG-GFCCVEGCSA-N
1448,CN1CCC[C@@H](COc2cc3c4ccc(Cl)cc4n(C)c3nn2)C1,E-0014364,2.6,-4.09799710864927,0.6434526764861874,2.2873537727147464,-4.660349842386316,0.1673173347481761,,,,=,=,=,=,=,=,,,,VFQCWYUUJOOHFO-GFCCVEGCSA-N
1449,Cn1c2cc(Cl)ncc2c2ccn(CCCN3CCCCC3)c(=O)c21,E-0014365,1.6,-4.119186407719209,1.1038037209559568,1.9628426812012425,-4.47391930819797,0.2304489213782739,1.3944516808262162,0.8893017025063102,,=,=,=,=,=,=,=,=,,ZRTKYAGBHPCFSM-UHFFFAOYSA-N
1450,CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(C(F)(F)F)ncc43)c2=O)C1,E-0014366,1.7,-4.001740661576301,0.505149978319906,1.100370545117563,-4.646660904688695,0.5118833609788743,1.631443769013172,1.0350292822023681,,=,=,=,=,=,=,=,=,,ITEQAVMPAXLSJW-LLVKDONJSA-N
1451,CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(Cl)ncc43)c2=O)C1,E-0014367,1.4,-4.111259039317107,0.0,1.3729120029701065,-4.689306687656639,0.3996737214810381,,,,=,=,=,=,=,=,,,,NWMYSPQLZYRPCD-LLVKDONJSA-N
1452,COc1cc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)ccc3c2cn1,E-0014368,1.1,-4.087246696328677,0.8512583487190752,1.3384564936046048,-4.656197666838345,0.32633586092875144,,,,=,=,=,=,=,=,,,,GEVUIRIPEJZMBJ-GFCCVEGCSA-N
1453,CN1CCC(C(F)(F)c2ccc(Nc3cccc(-c4cccnc4)n3)cc2)CC1,E-0014369,3.5,-4.357535479757878,1.9863237770507653,3.124862728423057,-5.779891911959945,0.4014005407815441,,,,=,=,=,=,=,=,,,,CUIDPHSOJUWCLT-UHFFFAOYSA-N
1454,COc1cncc(-c2nn(C)c3ccc(OCCCN4CCCC4)cc23)n1,E-0014370,1.7,-3.583359492661719,0.9956351945975499,2.7131544018372984,-5.100179497572904,0.3926969532596657,,,,=,=,=,=,=,=,,,,AOZWLZJJNYNKTG-UHFFFAOYSA-N
1455,c1cc(OC2CNC2)cc(-c2ccc3ccncc3c2)c1,E-0014371,1.3,-3.616184634019569,1.2278867046136734,2.4056877866727775,-5.060980223551334,0.40483371661993806,,,,=,=,=,=,=,=,,,,WGWMBIHHUIPJPS-UHFFFAOYSA-N
1456,COc1cncc(-c2cn(C)c3cnc(OCCCN4CCCC4)cc23)c1,E-0014372,1.1,-3.5917600346881504,1.0334237554869496,2.4834446480985353,-5.072116589669293,0.8350561017201162,,,,=,=,=,=,=,=,,,,XCIIORDJOPHGQO-UHFFFAOYSA-N
1457,CN(c1nccc(-c2cccc(F)c2)n1)c1ccnn1CC1CCNCC1,E-0014373,0.2,-3.612610173661271,0.6989700043360189,2.6659560294539566,-5.525783735923745,1.2595938788859486,,,,=,=,=,=,=,=,,,,OISQQHTYVRNMEA-UHFFFAOYSA-N
1458,CC(=O)N[C@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)c1,E-0014374,2.6,-3.6038006529042637,1.235528446907549,3.28454352295875,-4.944239535312265,0.6211762817750351,,,,=,=,=,=,=,=,,,,XPLJJUDCESCLPE-CYBMUJFWSA-N
1459,CC(=O)N[C@H](C)COc1ccc(-c2ccc3cnccc3c2)cc1,E-0014375,3.3,-4.083019952679618,1.575187844927661,2.669967369908504,-4.796695083861517,0.36548798489089973,,,,=,=,=,=,=,=,,,,VGFDTLDXWUTLKQ-CQSZACIVSA-N
1460,CNCCOc1ccc(-c2ccc3cncnc3c2)cc1,E-0014376,0.5,-3.576754126063192,2.5368108659915416,2.4163075870598827,-4.780677491580663,0.35410843914740087,,,,=,=,=,=,=,=,,,,FHVYHABUEWAYNZ-UHFFFAOYSA-N
1461,CNCCc1ccc(Nc2cccc(-c3cccc(F)c3)n2)cc1,E-0014377,1.6,-3.642065152999546,2.6917002082901615,3.0682229793464493,,,,,,=,=,=,=,,,,,,MRJDPMHWTFCQFD-UHFFFAOYSA-N
1462,CNCCc1ccc(Nc2cccc(-c3cccnc3)n2)cc1,E-0014378,0.7,-3.5734887386354246,2.9805033181933953,3.061527870890508,-4.987162775294828,0.5289167002776547,,,,=,=,=,=,=,=,,,,UGLNSJUWQMMHQO-UHFFFAOYSA-N
1463,CC(C)NCCOc1ccc(-c2ccc3ccncc3c2)cc1,E-0014379,1.9,-3.571865205971211,0.5314789170422551,3.024074987307426,-4.95663772197887,0.3344537511509309,1.0569048513364727,0.3344537511509309,,=,=,=,=,=,=,=,=,,DPMKWSYFBQNFBH-UHFFFAOYSA-N
1464,NC(=O)Cn1cc(Nc2cccc(-c3cccnc3)n2)cn1,E-0014380,1.1,-3.571865205971211,0.25527250510330607,2.0362295440862948,-5.373659632624958,1.0685568950723632,,,,=,=,=,=,=,=,,,,UFWDCRJLRJJPSW-UHFFFAOYSA-N
1465,NC(=O)Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O,E-0014381,1.3,-4.860120913598763,1.1139433523068367,2.569490954348783,-5.094743951251549,0.7543483357110189,,,,=,=,=,=,=,=,,,,ZXKFJQSWIOOGCR-UHFFFAOYSA-N
1466,CC(C)C(=O)Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014382,3.4,-5.0030507515046185,1.7315887651867388,2.915135906622012,-4.80771138743188,0.287801729930226,,,,=,=,=,=,=,=,,,,ZUGABSZUSJGSGP-UHFFFAOYSA-N
1467,O=C(Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1)C1CCC1,E-0014383,3.6,-5.576754126063192,2.551327988003846,3.48390095965289,-5.026410376572743,0.2148438480476979,,,,=,=,=,=,=,=,,,,ADYUINXMWWNGJA-UHFFFAOYSA-N
1468,CN1CCN(C(=O)Nc2cccc(Nc3cccc(-c4cccnc4)n3)n2)CC1,E-0014384,2.4,-3.595166283380062,1.7387805584843692,2.5167997040816243,-5.148130399270234,0.6608654780038692,,,,=,=,=,=,=,=,,,,UNPSONHBNOXNDE-UHFFFAOYSA-N
1469,O=C(Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1)N1CCOCC1,E-0014385,2.4,-5.192464971931146,1.0644579892269184,2.1202447955463652,-4.717151397165355,0.34044411484011833,,,,=,=,=,=,=,=,,,,ZZZHFNVCMFHUCF-UHFFFAOYSA-N
1470,O=C(Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1)C1COC1,E-0014386,2.5,-5.1249387366083,1.4548448600085102,2.6263403673750423,-4.781464494783473,0.38021124171160603,,,,=,=,=,=,=,=,,,,PGZSONWQNFMBQQ-UHFFFAOYSA-N
1471,O=C(c1n[nH]cc1-c1ccccc1)N1CCN(C(c2cncc(Cl)c2)C(F)(F)F)CC1,E-0014387,2.9,-3.6270879970298933,2.8483123036272846,3.038262407104784,-5.033389013318065,0.36548798489089973,,,,=,=,=,=,=,=,,,,ZKVYIXNNKCWXGF-UHFFFAOYSA-N
1472,Cc1cnc2c(-c3cc(C(=O)N4CCC(Oc5ccc(Cl)cc5)CC4)[nH]n3)cnn2c1,E-0014388,3.8,-5.919734372660155,0.785329835010767,2.3136563466180315,-5.586700235918748,0.2741578492636798,,,,=,=,=,=,=,=,,,,YVLJZZDIKZXTOK-UHFFFAOYSA-N
1473,Clc1ccc(Nc2n[nH]cc2-c2ccn3nccc3n2)cc1,E-0014389,4.4,-5.9821322810364945,1.9489017609702137,2.0330214446829107,-5.856985199745905,0.1673173347481761,,,,=,<,=,=,=,=,,,,DMXPOUIJICCOLQ-UHFFFAOYSA-N
1474,COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)[nH]n1,E-0014390,4.1,-5.974284616098659,0.8325089127062363,2.220631019448092,-5.935542010773082,0.4409090820652177,0.146128035678238,0.045322978786657475,,=,<,=,=,=,=,=,=,,BZSNCBREOUIRNH-UHFFFAOYSA-N
1475,COc1ccc(-n2cc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)nn2)c(O)c1,E-0014391,4.3,-5.96738123914928,1.675778341674085,1.8221680793680175,-5.991399828238082,0.17897694729316943,,,,=,<,=,=,<,>,,,,KQYSALNZPJJGJE-UHFFFAOYSA-N
1476,O=C(c1n[nH]cc1-c1ccc2scnc2c1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014392,1.5,-3.609064892896621,1.6483600109809315,3.025428761407241,-5.568636235841013,1.1283992687178064,,,,=,=,=,=,=,=,,,,YSNSHMPDKWVNDE-UHFFFAOYSA-N
1477,O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014393,1.5,-3.5850266520291822,1.7626785637274363,2.806586934327803,-5.126098402135539,0.7387805584843692,1.60422605308447,1.403120521175818,,=,=,=,=,=,=,=,=,,PMPKCRNYBBTUHC-UHFFFAOYSA-N
1478,O=C(c1n[nH]cc1-c1ccc(F)cc1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014394,1.9,-3.518557371497695,1.380211241711606,2.94733567594874,-4.903437561625864,0.47856649559384334,,,,=,=,=,=,=,=,,,,KKNDDTYNEFHFLZ-UHFFFAOYSA-N
1479,CC(C)N1CCC(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,E-0014395,-0.2,-3.5257837359237447,0.6720978579357175,1.7371926427047373,-5.787812395596042,0.8830933585756899,,,,=,=,=,=,=,=,,,,TVASSAICFWBJOC-UHFFFAOYSA-N
1480,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCN(C3COC3)CC2)CC1,E-0014396,0.8,-3.571865205971211,0.8512583487190752,2.339848783037637,-5.58838029403677,0.9479236198317265,,,,=,=,=,=,=,=,,,,MOQMPDDYSFHVLZ-UHFFFAOYSA-N
1481,O=C(c1n[nH]cc1C(F)(F)F)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0014397,3.5,-5.094743951251549,0.6901960800285137,2.279210512601395,-5.309803919971486,0.37106786227173627,0.5440680443502757,0.15228834438305647,,=,=,=,=,=,=,=,=,,UXZSANHBKCYHGP-UHFFFAOYSA-N
1482,Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C(F)(F)F,E-0014398,1.6,-3.540607512240769,0.36172783601759284,2.0802656273398448,-4.987162775294828,0.5563025007672873,,,,=,=,=,=,=,=,,,,WGTBERJHGGHJFY-UHFFFAOYSA-N
1483,CCOC1CCN(C(=O)c2cc(-c3ccc(OC)cc3OC)[nH]n2)CC1,E-0014399,2.5,-3.598599459218456,0.8129133566428556,2.295786940251609,-4.782252926737207,0.38381536598043126,,,,=,=,=,=,=,=,,,,QILAVPIRHLIUMU-UHFFFAOYSA-N
1484,N#Cc1ccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4scnc4c3)CC2)cc1,E-0014400,2.8,-4.029653123769907,1.4899584794248346,2.1024337056813365,-5.694648630553377,1.4394905903896835,,,,=,=,=,=,=,=,,,,QBGGRONTBICTBV-UHFFFAOYSA-N
