Murcko Scaffold,count
c1ncc2ccsc2n1,2
c1ccc(Nc2ncnc3[nH]cnc23)cc1,2
O=C(c1c[nH]c2ncccc12)N1CC2CCC1CN2c1ccc(CN2CCC2)cc1,2
O=C(c1c[nH]c2ncccc12)N1CCN(c2ccc(CN3CCOCC3)cc2)CC1,2
c1cncc(-c2cccc(Nc3ccncc3)n2)c1,2
O=C1CN(C(=O)c2n[nH]c3ccccc23)CCN1Cc1ccccc1,2
c1ccc(-c2cccc(Nc3ccc(CC4CCNCC4)cc3)n2)cc1,2
O=C(c1ccc2occc2c1)N1CCCC(c2ccnc3ncnn23)C1,2
c1cc(N2CC(Nc3ncnc4c3ccc3n[nH]cc34)C2)ccn1,2
c1ccc(N2CCc3oncc3-c3ccc(-c4cn[nH]c4)cc32)cc1,2
O=C1CC(c2ccccc2)Oc2ccccc21,2
O=C1OC(COc2ccon2)CN1c1ccc(C2=CCNCC2)cc1,2
O=C(Nc1ccccn1)c1cc(OCc2ccccc2)cc(OCc2ccccc2)c1,2
O=C(c1ccc(-c2nn[nH]n2)cc1)N1CCC(N2CCC(Oc3ccccc3)CC2)CC1,2
O=C(Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccccc1,2
O=C(Nc1ccccc1)NC1N=C(c2ccccc2)c2ccccc2NC1=O,2
O=C(Nc1ccccc1)c1cc2ccccc2[nH]1,2
O=C(NCCc1ccccc1)c1cccc(-n2ncc(=O)[nH]c2=O)c1,2
O=c1[nH]c2ccc(S(=O)(=O)NC3CC3)cc2c(=O)n1Cc1cn[nH]c1,2
c1cc(Nc2nccc(-c3cccc(N4CCOCC4)c3)n2)cc(N2CCNCC2)c1,2
c1ccc(-c2cccc(Nc3ccc(C4CCNCC4)cc3)n2)cc1,2
O=C(c1n[nH]c2ccccc12)N1CCN(c2ccc(CN3CCC3)cc2)CC1,2
O=c1cc(-c2cccnc2)[nH]c2cc(Cc3ccccc3)ccc12,2
O=c1[nH]c(C2CCCN2)nc2c1oc1ccccc12,2
O=S(=O)(Cc1ccccc1)NCC(c1ccccc1)N1CCCCCC1,2
O=C1OC2(CN3CCC2CC3)CN1c1cccs1,2
O=C(NC(c1ccncc1)C12CCC(CC1)CN2)c1ccccc1,2
C1=CC(c2ccccc2)CCC1,2
c1ccc(-c2cc3ccccc3o2)cc1,2
O=c1[nH]c2ccc(S(=O)(=O)NC3CC3)cc2c(=O)n1Cc1ccno1,2
O=c1ccn(C2CCC(CO[PH](=O)Oc3ccccc3)O2)c(=O)[nH]1,2
O=C(c1cnc(NCc2cncnc2)nc1)N1CCC2(CCOCC2)C1,2
c1cc(-c2cn[nH]c2)nc(Nc2ccc3[nH]ccc3c2)n1,2
c1ccc(CCNCCc2ccccc2)cc1,2
c1ccc(-n2cc3ncc4ccccc4c3n2)cc1,2
O=C(c1ccccc1)N1CCN(C(=O)c2n[nH]c3ccccc23)CC1,2
c1cncc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,2
c1cc(Nc2cccc(-c3cccc(N4CCOCC4)c3)n2)cc(C2CCNCC2)c1,2
c1ccc(-c2cccc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,2
c1ccc(-c2ccnc(Nc3ccc(CC4CCNCC4)cc3)n2)cc1,2
O=C1CCc2ccc(-n3cc(OCCN4CCCCC4)cn3)cc2N1,2
O=C(CN1C(=O)OC2(CCc3ccccc32)C1=O)N(Cc1ccccc1)CC1CC1,2
O=C(NCc1ccccc1)c1ccc2c(c1)N=C(N1CCCCC1)c1ccccc1S2,2
c1ccc(-c2nccc(Nc3ccc(CN4CCOCC4)cc3)n2)cc1,2
c1ccc(-c2cc(Nc3ccc(CN4CCOCC4)cc3)ncn2)cc1,2
c1ccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)c2)cc1,2
c1ccc(-c2cncc(Nc3ccc(CN4CCOCC4)cc3)n2)cc1,2
O=c1cc(CSc2ccccc2)[nH][nH]1,2
O=C(C1COC(c2nc3ccccc3s2)=N1)N1CCCC1,2
c1ccc(-c2cnc3ccccc3c2)cc1,2
c1ccc(N2CCc3nncn3-c3ccc(-c4cccnc4)cc32)cc1,2
O=c1c2[nH]cnc2ncn1Cc1nc(C2COC(c3ccccc3)C2)no1,2
c1cc(-c2cc[nH]n2)nc(Nc2ccc3[nH]ncc3c2)n1,2
c1cc(-n2cc(NC3CCOCC3)cn2)nc(Nc2ccc3[nH]ncc3c2)n1,2
c1ccc2[nH]c(-c3cc4c(s3)CNCC4)nc2c1,2
O=c1[nH]n(-c2ccc3c(n2)CCCC3)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,2
c1cc(-c2ccc3c4c(cnc3c2)OCC2CNCCN42)c2cn[nH]c2c1,2
O=C(Nc1ccccn1)c1cc2n(n1)CCCC2,2
O=C(NC1CN(S(=O)(=O)c2ccccc2)CC1C(=O)NCC1CCCN1)c1cc2ccccc2[nH]1,2
O=C(Nc1ccc2n[nH]cc2c1)c1ccccn1,2
c1ccc(-c2ccc3c4c(cnc3c2)NCC2CNCCN42)cc1,2
c1ccc(-c2nnc(NCc3ccc4nccn4c3)o2)cc1,2
O=c1[nH]ncc2cc(-c3cn[nH]c3-c3cc4ccccc4s3)cc(C3CCCO3)c12,2
c1ccc(COC2CCN(Cc3cc4ccccc4[nH]3)CC2)cc1,2
c1ccc(C(C(c2ccccc2)N2CCCCC2)N2CCCCC2)cc1,2
O=C(Cc1ccccc1)N1CCc2c(cccc2-c2cn[nH]c2)C1,2
O=c1c2[nH]c3ccccc3c2ncn1CCCNC1CCCCC1,2
O=c1c2[nH]c3ccccc3c2ncn1CCCNCCCc1cccnc1,2
c1ccc(-c2cnc3c(-c4ccccc4)cnn3c2)cc1,2
c1ccc(Nc2nccc(-c3cccc(N4CCNCC4)c3)n2)cc1,2
c1ccc(-c2cnc(Nc3ccc(-n4cnc(N5CCNCC5)n4)cc3)nc2)cc1,2
c1ccc(CCC(NCc2ccccc2)c2nc(Cc3ccccc3)c(N3CCCCC3)o2)cc1,2
N=C(Nc1ccccc1)c1cccnc1Oc1ccccc1,2
N=C(CNC1CCCCC1)c1ccccc1,2
c1cc2[nH]nc(-c3cn[nH]c3)c2cc1NC1CCN(C2COC2)C1,2
O=C(NC1CCN(S(=O)(=O)c2ccccc2)CC1C(=O)NC1CCCNC1)c1cc2ccccc2[nH]1,2
c1cc(-n2cc(C3CCCN3)cn2)nc(Nc2ccn3cncc3c2)n1,2
c1ccc2c(-n3cnc4c(-c5nnc[nH]5)cc(-c5ccncc5)cc43)ccnc2c1,2
c1ccc(Nc2ccn(C3CCCCC3)n2)cc1,2
O=C(c1n[nH]c2ccccc12)N1CCN(Cc2cccnc2)CC1,2
c1ccc(-c2ccnc(Nc3cccc(CN4CCOCC4)c3)n2)cc1,2
c1ccc(-c2ccnc(Nc3ccc(CN4CCNCC4)cc3)n2)cc1,2
O=C(c1n[nH]c2ccccc12)N1CCC(c2ccc(CN3CCC3)cc2)CC1,2
O=C(NCCCN1CCCC1)c1cccc(-c2ccccc2N2CCN(CCc3c[nH]c4ccccc34)CC2)c1,2
O=C(NCCc1ccc(-c2ccccc2)cc1)C1CCCCC1,2
c1nn(C2COC2)cc1Nc1ncc2cc(N3CCCC3)[nH]c2n1,2
O=C1N(S(=O)(=O)c2ccccc2)c2ccccc2C1(c1ccccc1)N1CCN(c2cccnc2)CC1,2
O=c1oc2ccccc2cc1Cc1ccccc1,2
O=C(Nc1ccnnc1)c1cc(N2CCC2)ccc1OCc1ccccc1,2
O=C(NCC1CC1)OC1CCN(c2ccc3sccc3n2)CC1,2
O=C(Nc1ccccc1)C1CCN(c2ccccn2)CC1,2
O=C(Nc1ccccc1)C1CC1c1cccnc1,2
N=C(NC1CCCCC1)c1ccccc1Cc1ccccc1,2
c1ccc(C2CC2c2ccc(-c3cnco3)cc2)cc1,2
O=S(=O)(c1ccc2[nH]ncc2c1)N1CC(Oc2ccccc2)C1,2
c1cc2ccc(-n3ccc(OCCN4CCCCC4)n3)cc2cn1,2
O=C(c1n[nH]c2ccccc12)N1C2CCC1CC(Oc1ccccc1)C2,2
O=C(c1c[nH]c2ccccc12)N1CCN(Cc2ccccc2)CC1,2
O=C(CN1C(=O)OC2(CCc3ccccc32)C1=O)NCc1ccccc1,2
O=C(c1ccc2[nH]nc(Cc3ccc4[nH]ncc4c3)c2c1)N1CCC1,2
O=C(NCCC1CC1)C(c1ccccc1)N1CCN(C(=O)c2ccccc2)CC1,2
O=c1c2cccnc2ccn1Cc1nnc2ccc(-c3ccno3)cn12,2
O=c1[nH]n(-c2ccccn2)c2nc(Nc3ccc4c(c3)CNCC43CC3)ncc12,2
c1ccc2c(c1)c(-c1nsc(CN3CCCC3)n1)cn2CC1CCOCC1,2
c1ccc(-c2ccnc(Nc3ccc(OC4CCNCC4)cc3)n2)cc1,2
c1cncc(C(Cc2cccc3ccoc23)c2ccc3ccccc3c2)c1,2
c1ccc(C(Cc2cccc3c2OCO3)c2ccc3ccccc3c2)cc1,2
c1cn[nH]c1,2
O=C(c1n[nH]c2ccccc12)N1CCC(NCc2ccccc2)CC1,2
c1cc2cc3[nH]c4ccc(OCC5CNC5)cc4c3cc2cn1,2
c1ccc(CNCc2coc(-c3ccccc3)n2)cc1,2
O=S(=O)(c1cc2c(Nc3ccccc3)nn(C3CC3)c2cn1)N1CCCCC1,2
c1ccc2c(c1)CCCO2,2
N=C(NC1CCCCC1)c1ccccc1-c1ccccc1,2
O=c1[nH]ncc2cc(-c3ccccc3)ccc12,2
c1ccc(Oc2cccc(-c3cnnc4[nH]cnc34)c2)nc1,2
O=C(Nc1cccc(-c2nnc[nH]2)n1)c1cnn(-c2cccnc2)c1,2
C1=C(C2CCCCC2)C(c2ccc(OCCN3CCC3)cc2)Oc2ccccc21,2
c1ccc(Nc2ccnc(Nc3ccc(N4CCCCC4)c(-c4cn[nH]c4)c3)n2)cc1,2
c1ccc(COc2cnc(Nc3ccc(N4CCC(N5CCNCC5)CC4)nc3)nc2)cc1,2
c1cncc(Nc2ncnc3ccc(-c4cccc(N5CCOCC5)c4)cc23)c1,2
c1ccc(C(Cc2cccc3ccoc23)c2ccc3ccccc3c2)cc1,2
O=C(c1c[nH]c2ccccc12)N1C2CC1CN(c1ccc(CN3CCC3)cc1)C2,2
O=C(c1c[nH]c2ccccc12)N1CCC(Oc2ccccc2)CC1,2
c1cnc2ccc(Nc3ccn(C4CCCOC4)n3)cc2c1,2
c1ccc2c(c1)-c1cncn1C2C1CCCCC1,2
O=C1N(S(=O)(=O)c2cccc3cccnc23)c2ccccc2C1(c1cccnc1)N1CCN(c2cccnc2)CC1,2
c1cc(-c2ccc3ncnc(Nc4cnccn4)c3c2)cc(N2CCOCC2)c1,2
c1cc(-c2cn[nH]c2)nc(Nc2ccc3c(c2)CCN3)n1,2
O=C(C1CNCCO1)N(Cc1c[nH]c2ccccc12)C1CC1,2
c1cncc(-c2ccc3c(c2)[nH]c2ccccc23)c1,2
c1ccc(-c2nc3cc(-c4ccc5[nH]cnc5c4)ccc3[nH]2)cc1,2
c1ccc2c(c1)[nH]c1ccc(-c3ccncc3)cc12,2
O=C(NCc1cn[nH]c1)Nc1ccc2nnsc2c1,2
c1ccc(-c2ccc3[nH]c4ccccc4c3c2)cc1,2
O=C(Cn1cc2c(n1)CCC2)Nc1ccccc1,2
c1cc2cc3[nH]c4ccc(OCCCN5CCNCC5)cc4c3cc2cn1,2
c1ccc(Oc2ccc3[nH]c4cc5ccncc5cc4c3c2)nc1,2
O=C(NCc1cn[nH]c1)c1cc(Cc2cccnc2)c[nH]1,2
O=C(NC1CN(c2ccncc2)C1)c1cn2ccnc2cn1,2
O=C(NC1CN(c2ccncc2)C1)c1ccc2nn[nH]c2c1,2
O=C(NC1CN(c2ccncc2)C1)c1cc2ccnnc2s1,2
O=C(COc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)N1CCOCC1,2
c1ccc2ncc(C(Cc3ccncc3)c3ccncc3)cc2c1,2
c1cc(-c2ccncc2)cc(-c2cnnc3[nH]cnc23)c1,2
c1ccc2cc3c(cc2c1)[nH]c1ccccc13,2
c1ccc(-n2nncc2COc2ccc3c(n2)CCNC3)cc1,2
O=c1ccc2ccc(CN3CCN(c4ccccc4)CC3)cc2[nH]1,2
c1ccc(Nc2nc(Nc3ccccc3)c3ccccc3n2)cc1,2
O=C1NC(=O)C(CCC(=O)N2CCN(c3ccccc3)CC2)(C2CC2)N1,2
N=C(Nc1ccccc1)c1nonc1NCCn1ccnn1,2
O=C(Nc1cccc(-c2ccnc(N3CCOCC3)c2)c1)c1ccncc1,2
c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCNCC4)cc3)c2n1,2
c1ccc(CCc2ccccn2)nc1,2
O=c1c(-c2ccccc2)c[nH]c2nc(Nc3ccc4c(c3)CNCC43CC3)ncc12,2
O=C(NCc1ccccc1)c1cc2ccccc2cn1,2
c1ccc(-c2ccc3nnc(COc4ccnc5ccccc45)n3n2)cc1,2
O=C1CN(C(=O)CSc2ncnc3c(C4CC4)csc23)CN1,2
O=C(CCn1ccc2ccc(-c3ccccc3)cc21)Nc1ccccc1,2
c1ccc2c(c1)[nH]c1ccc(OCCN3CCCCC3)cc12,2
O=C1Cc2ccc(-c3cccc(OCCN4CCCCC4)c3)cc2N1,2
c1ccc2c(c1)[nH]c1nc3ccncc3cc12,2
c1ccc2c(-c3ccc(OCCN4CCCCC4)cc3)n[nH]c2c1,2
O=C1Cc2c(-c3ccc(OCCN4CCCCC4)cc3)ccnc2N1,2
O=C1COc2cccc(c2)Cn2c(=O)[nH]c3cnc(nc32)OCCN1,2
O=C(Nc1cc(-c2cccc(N3CCNCC3)c2)cc(-c2ccccc2)n1)c1ccco1,2
C(#Cc1ccc2c(c1)-c1nccn1CCO2)Cc1ccon1,2
c1ccc(-c2noc(Cc3ccc4[nH]ccc4c3)n2)cc1,2
c1noc(CCc2ccc3[nH]ccc3c2)n1,2
O=c1cc[nH]cc1-c1ccc(OCc2ccccc2)nc1,2
c1ccc2c(c1)[nH]c1cc3cnccc3cc12,2
c1cc2cc3[nH]c4ccc(OCC5CCCN5)cc4c3cc2cn1,2
c1cc2c(cn1)[nH]c1ccc(OCCN3CCOCC3)cc12,2
c1cc2cc3[nH]c4ccc(OCCN5CCOCC5)cc4c3cc2cn1,2
c1cc2cc3c(nc2cn1)[nH]c1ccc(OCC2=NCCN2)cc13,2
O=C(NCCNc1ccncc1)c1cc2cc(-c3nncs3)ccn2n1,2
O=C(NCCNc1ccncc1)c1cc2cc(-c3c[nH]cn3)ccn2n1,2
O=C1NCc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,2
c1cnc(Nc2ccnc3cc(-c4cncnc4)ccc23)cn1,2
c1ccc(Nc2nc(Oc3ccccc3)c3ccsc3n2)cc1,2
c1cncc(CC(c2cnc3ccccc3c2)c2cccc3c2OCO3)c1,2
O=C1CCc2ccc3c(c2)N(CC2CCC2CC=CCCN1)CC1(CCCc2ccccc21)CO3,2
O=C(c1ccccc1)c1c[nH]c(C(=O)Nc2cn[nH]c2)c1,2
O=C(c1ccccc1)c1c[nH]c(C(=O)Nc2ccc(CN3CCNCC3)nc2)c1,2
O=C(c1ccccc1)c1c[nH]c(C(=O)Nc2cnc(N3CCNCC3)nc2)c1,2
O=c1c2ccccc2oc2nc(N3CCCC3)ccc12,2
c1ccc2nc3[nH]c4ccccc4c3cc2c1,2
O=C1NCc2cc(-c3cccc(-c4cnnc5[nH]cnc45)c3)ccc21,2
c1ccc(CNc2ccc3[nH]nc(-c4ccccn4)c3c2)cc1,2
c1ccc(OCc2cc3nncn3cc2C2CC2)cc1,2
c1ccc(C2OCc3ccccc32)cc1,2
c1cc(-n2cc(NC3CCOCC3)cn2)nc(Nc2ccn3cncc3c2)n1,2
O=C(Nc1cnc2[nH]cc(C3CCN(C(=O)C4CCCC4)CC3)c2c1)c1ccccc1,2
O=c1[nH]cc(-c2ccccc2-n2ccc3ccccc32)c2cc[nH]c12,2
O=C(Nc1cccc(-c2ccn3c(-c4ccccc4)cnc3n2)c1)N1CCCC1,1
c1ccc(-c2nc3cc(-c4ccc5[nH]c(-c6ccc(OCC7CCCN7)cc6)nc5c4)ccc3[nH]2)cc1,1
O=C(Nc1ccc2[nH]c(-c3ccccc3)nc2c1)c1ccc2[nH]c(-c3ccccc3)nc2c1,1
O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1cccc(NC(=O)c2ncc[nH]2)c1,1
O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1cccc(-c2nc3ccccc3[nH]2)c1,1
c1cc(-c2nc3ccc(N4CCCCC4)cc3[nH]2)ccc1-c1nc2ccc(N3CCCCC3)cc2[nH]1,1
c1ccc2[nH]c(-c3cccc4nc(-c5ccncc5)[nH]c34)nc2c1,1
O=C(NCc1cccc(CNC(=O)C2CCNCC2)c1)Nc1ccc2nnsc2c1,1
O=C(NCc1cccc(CNC(=O)c2nc3ccccc3[nH]2)c1)Nc1ccc2nnsc2c1,1
O=C(NCc1ccccc1)Nc1ccc2ncsc2c1,1
O=C(NCc1ccccc1)Nc1ccc2cnccc2c1,1
c1cc2cc3[nH]c4ccc(OCCCN5CCOCC5)cc4c3cc2cn1,1
c1cc2cc3[nH]c4ccc(OCCCN5CCCC5)cc4c3cc2cn1,1
c1cc2cc3[nH]c4ccc(OCCN5CCNCC5)cc4c3cc2cn1,1
c1cc2cc3[nH]c4cc(OCC5=NCCN5)ccc4c3cc2cn1,1
c1ccc2c(c1)oc1cc3ccncc3cc12,1
c1cc(OCC2=NCCN2)c2c(c1)[nH]c1cc3ccncc3cc12,1
c1ccc2nc(Nc3ccncc3)ncc2c1,1
O=C(c1ccccc1)N1CCN(Cc2ncc(NS(=O)(=O)c3ccccc3)cn2)CC1,1
O=C(C1CCC1)N1CCN(Cc2ccc(NS(=O)(=O)c3ccccc3)cc2)CC1,1
O=C(c1ccccc1)N1CCC(Nc2ccc(NS(=O)(=O)c3ccccc3)cc2)CC1,1
c1ccc2c(c1)CN(c1ccc3ccccc3n1)C2,1
O=C(Cc1ccccc1)N(CC#Cc1ccccn1)c1ccccc1,1
O=C(Cc1ccccc1)N(CC#Cc1cccc(=O)[nH]1)c1ccccc1,1
O=C(Cc1ccccc1)N(CC#Cc1ncccn1)c1ccccc1,1
O=C(Nc1cccc(-c2cnn3c(-c4ccccc4)cnc3n2)c1)N1CCCC1,1
O=C(NCC#CCN(C(=O)Cc1ccccc1)c1ccccc1)c1cccnc1,1
O=C(c1ccccc1)N1CCN(Cc2ccc(NS(=O)(=O)CC3CCCO3)cc2)CC1,1
O=C(NC1CCN(Cc2ccc(NS(=O)(=O)c3ccccc3)cc2)CC1)c1ccccc1,1
O=c1[nH]n(-c2ccccn2)c2nc(Nc3ccc4c(c3)CCNC4)ncc12,1
O=C(Nc1cccc(-c2cc3cc(N4CCOCC4)nnc3o2)c1)N1CCCC1,1
O=C(Nc1cccc(-c2ccn3c(N4CCC5(CCOC5)C4)cnc3n2)c1)N1CCCC1,1
c1ccc(-c2ncon2)cc1,1
c1cc(-c2c[nH]c3cc(-c4cnoc4)ccc23)nc(NC2CCCNC2)n1,1
c1ccc(-c2ccc3cc[nH]c3c2)cc1,1
c1ccc2c(c1)[nH]c1ccc(OCC3=NCCN3)cc12,1
c1cc(-c2ccnc(N3CCNCC3)c2)c2ccncc2c1,1
O=C(CCc1cc2c(cn1)[nH]c1ccccc12)Nc1ccccn1,1
c1ccc(NCCCc2cc3c(cn2)[nH]c2ccccc23)nc1,1
O=C1N(Cc2cc3ccccc3n2C2CCS(=O)(=O)C2)c2cnccc2C12CC2,1
O=C(CN(Cc1ccccc1)C(=O)c1cccc2ccccc12)NCc1ccccc1,1
O=C(NCCN1CCCCCC1)c1ccc(-c2ncon2)cc1,1
c1cc2cc3[nH]c4ccc(N5CCNCC5)cc4c3cc2cn1,1
c1cc2nc3[nH]c4ccc(OCCN5CCOCC5)cc4c3nc2cn1,1
O=C1c2ccncc2C(=O)c2c1[nH]c1ccc(OCC3=NCCN3)cc21,1
c1cc2nc3ccc(OCC4=NCCN4)cc3c-2c[nH]1,1
c1ccc(Nc2nccc(N(CCc3ccncc3)c3ncccn3)n2)cc1,1
O=c1[nH]c2cnc3ccc(-c4cccnc4)cc3c2[nH]1,1
O=C1Cc2c(ccc3ccccc23)N1,1
c1ccc(NCCOc2ccc3[nH]c4cc5ccncc5cc4c3c2)nc1,1
O=C(NCc1ccc(NC(=O)C2CC2c2cccnc2)cc1)C1CCOCC1,1
O=C(NCc1ccc(NC(=O)C2CC2c2cccnc2)cc1)C1CCCN1,1
O=C1CC(c2ccccc2)c2ccccc21,1
O=C(Nc1cccc(-c2cc3nc(N4CCOCC4)cnc3o2)c1)N1CCCC1,1
c1cc2cc3sc4ccc(OCCN5CCOCC5)cc4c3cc2cn1,1
c1cc2cc3[nH]c4cc(OCCCN5CCNCC5)ccc4c3cc2cn1,1
c1cnc2cc3c(cc2c1)[nH]c1ccc(OCCN2CCOCC2)cc13,1
c1cc(OCCCN2CCNCC2)c2c(c1)[nH]c1cc3ccncc3cc12,1
c1nc(-c2ccc3c(c2)CCC3)c2cc[nH]c2n1,1
O=C1CN(C2(c3cccnc3)C(=O)N(S(=O)(=O)c3ccccc3)c3ccccc32)CCN1c1cccnc1,1
c1ccc2c(c1)nnc1[nH]nc(C3CC3)c12,1
O=C(C1CC1)n1ccc2cc(Nc3nccc(-c4cn[nH]c4)n3)ccc21,1
O=C(c1cc(C2CC2)on1)N1CCCC(c2cc3ncccc3[nH]2)C1,1
O=C(c1ccccc1)N1CCC(c2cc3ncccc3[nH]2)C1,1
c1ccc(CN2CCC(c3cc4ncccc4[nH]3)CC2)cc1,1
c1ccc2c(c1)-c1cncn1C2C1CCCC1,1
O=c1[nH]c(=O)c2[nH]c(Cc3cncc4ccccc34)nc2[nH]1,1
c1ccc2c(c1)CC1NCCC23CCCCC13,1
O=C(C=Cc1ccccc1Cn1ncnn1)N1CCC(c2ncon2)CC1,1
O=C(N1CCOCC1)C12CC1C(c1cccc(C=Cc3ccccn3)c1)N=CS2,1
c1cc(NCC2CCOCC2)c2ccc(-c3cnc(N4CCNCC4)nc3)cc2n1,1
O=C(c1ccco1)N1CCCC(c2cc3ncccc3[nH]2)C1,1
O=c1c2cc(S(=O)(=O)NC3CC3)ccc2n(Cc2ccn[nH]2)c(=O)n1Cc1nncs1,1
c1ccc(C(Cc2ccccn2)c2cnc3ccccc3c2)cc1,1
O=C(NCCc1cc2ncccc2n1S(=O)(=O)c1ccccc1)c1ccccc1,1
c1ccc(-c2cnnc3[nH]cnc23)cc1,1
c1ccc(-c2cccc(-c3ccnc4ccnn34)c2)cc1,1
O=C1NCc2ccc(-c3cccc(-c4cnnc5[nH]cnc45)c3)cc21,1
O=c1[nH]n(-c2ccc3c(n2)CCC3)c2nc(Nc3cccc(N4CCNCC4)c3)ncc12,1
c1cc(-n2cc(CN3CCC3)cn2)nc(Nc2ccc3[nH]ccc3c2)n1,1
c1ccc(OCc2ccc3cnoc3c2)cc1,1
c1ccc(OCc2cc3oncc3cc2C2CC2)cc1,1
c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CC5(COC5)C4)cc3)c2n1,1
c1cn2cc(-c3ccc4c(n3)NCCO4)nc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)c2n1,1
c1ccc(Cn2nc(-c3nccc(N4CCCCC4)n3)cc2-c2ccon2)cc1,1
O=C(NCC(=O)N1CCCC1C(=O)NCc1ccc(-c2cncs2)cc1OCCOCCOCc1cn(CCOc2ccc(N(Cc3ccccc3)CC3(c4ccccc4)CCCC3)cc2)nn1)C1CC1,1
c1cc(-n2cc(CN3CCC3)cn2)nc(Nc2ccc3[nH]ncc3c2)n1,1
c1cnc(Nc2ccnc3cc(-c4cnc(N5CCC6(CCNC6)C5)nc4)ccc23)cn1,1
c1cnc(Nc2ccnc3cc(Nc4cnc(N5CCNCC5)nc4)ccc23)cn1,1
c1cnc2nc(C3CCCNC3)cn2c1,1
c1ccc(CNc2ccc3[nH]nc(-c4ccc(NC5CCNCC5)nc4)c3c2)cc1,1
c1ccc2c(c1)-c1cncn1C2C1CCc2ccncc2C1,1
c1cc(Oc2cncnc2)cc(-c2cnnc3[nH]cnc23)c1,1
c1ccc(COc2cccc(-c3cnnc4[nH]cnc34)c2)nc1,1
O=C(c1ccccc1)N1CCCC(c2cc3nc(N4CCCC4)ccc3[nH]2)C1,1
O=C(Cn1nnc(-c2ccccc2)n1)Nc1ccnn1CC1CCCCC1,1
O=C(CC1CCC(c2cc(=O)[nH]c3n[nH]cc23)CC1)N1CC(Cc2ccccc2)C1,1
O=S(=O)(Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)c(C3CC3)cn12)C1CCC1,1
O=C(Nc1ccc2ccccc2n1)c1cc[nH]n1,1
c1ccc(NCc2c(-c3ccccc3)noc2-c2cc[nH]c2)cc1,1
c1ccc(CNc2ccc3[nH]nc(-c4cn[nH]c4)c3c2)cc1,1
c1cc(-c2ccc3ncnc(Nc4ccn[nH]4)c3c2)cc(N2CCOCC2)c1,1
c1cc(-c2ccc3ncnc(Nc4nccnn4)c3c2)cc(N2CCOCC2)c1,1
O=S(=O)(c1ccc2c(c1)c(Nc1ccccc1)nn2C1CC1)N1CCOCC1,1
C(=C(c1ccccc1)c1ccc2[nH]ncc2c1)c1ccccc1,1
c1cncc(-c2cccc(-c3cnnc4[nH]cnc34)c2)c1,1
c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CC5CCC(C4)O5)cc3)c2n1,1
c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CC5CC4CO5)cc3)c2n1,1
c1cc(Nc2ccsc2)nc(Nc2ccc3c(c2)NCC3)n1,1
c1ccc(OC2CCN(c3nc4c(nc3NC3CCOC3)CNCC4)CC2)cc1,1
O=C(Nc1cnc2[nH]cc(C3CCN(C(=O)CC4CC4)CC3)c2c1)c1ccccc1,1
O=C1CNC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)C(CC(=O)NCc2ccccc2)NC(=O)CN1,1
c1cc2nc(C3CCCN3)[nH]c2cc1C1CCC(c2ccc3nc(C4CCCN4)[nH]c3c2)N1c1ccc(N2CCCCC2)cc1,1
c1ccc(-c2cccc(-c3cnnc4ccnn34)c2)cc1,1
O=C(c1cc(C2CC2)no1)N1CCCC(c2cc3ncccc3[nH]2)C1,1
O=C1C(Cc2c[nH]c3ccccc23)c2nnc(-c3ccccc3)n2-c2ccccc2N1CC(=O)N1CCCCC1CC1CCCCC1,1
O=C1C(Cc2c[nH]c3ccccc23)c2nnc(-c3ccccc3)n2-c2ccccc2N1CC(=O)N1CCCCC1Cc1ccncc1,1
O=C(CN1CC(NC(=O)c2cccs2)CC1CN1CCCC1)Nc1ccc(-n2ccccc2=O)cc1,1
O=C1OC2(CCc3ccccc32)C(=O)N1CC(=O)N1Cc2ccccc2OCC1C1CC1,1
O=C1C(Cc2c[nH]c3ccccc23)c2nnc(-c3ccccc3)n2-c2ccccc2N1CC(=O)N1CCCC1Cc1ccccn1,1
O=C(Nc1ccccc1)NC1CCNC(c2nc3ccccc3[nH]2)C1,1
O=C(Nc1nccs1)NS(=O)(=O)c1ccc(-c2cccnc2)cc1,1
c1ccc2c(c1)CCN(CCC1CCCCC1)CC2,1
c1cc(-c2ccc3c(N4CCNCC4)ncnc3c2)c2cn[nH]c2c1,1
c1ccc(CCc2cnc(Nc3ccc(N4CCN(C5CCNCC5)CC4)cc3)nc2)cc1,1
