Molecule Name,SMILES,LogD,HLM CLint
E-0013977,C[C@@H](CN(C)C)Nc1ccc(-c2cn(C)c3ccc(OCCCN4CCN(C)CC4)cc23)cn1,1.2,7.5
E-0013978,C[C@H](CN(C)C)Nc1ccc(-c2cn(C)c3ccc(OCCCN4CCN(C)CC4)cc23)cn1,1.2,5.6
E-0013980,C[C@@H](CN(C)C)Nc1ccc(-c2cn(C)c3ccc(OCCCN4CCCC4)cc23)cn1,0.8,8.9
E-0013981,C[C@H](CN(C)C)Nc1ccc(-c2cn(C)c3ccc(OCCCN4CCCC4)cc23)cn1,0.8,5.2
E-0013982,CC(C)Oc1cncc(-c2cn(C)c3ccc(OCCCN4CCCC4)cc23)c1,3.1,17.6
E-0013983,NC(=O)C1(c2cccc(Nc3cccc(-c4cccnc4)n3)n2)CC1,2.6,9.5
E-0013984,CC(C)(C(N)=O)c1cccc(Nc2cccc(-c3cccnc3)n2)n1,2.8,8.3
E-0013985,CC(C(N)=O)c1cccc(Nc2cccc(-c3cccnc3)n2)n1,2.4,8.0
E-0013986,O=C(c1n[nH]cc1-c1ccccn1)N1CCC(Oc2ccc(Cl)cc2)CC1,3.0,8.2
E-0013987,CC1(Oc2cncc(Cl)c2)CCN(C(=O)c2n[nH]c3cccnc23)CC1,1.9,19.2
E-0013988,COCCN(c1ccc(Cl)cc1)C1CCN(C(=O)c2n[nH]c3cccnc23)CC1,2.9,54.7
E-0013989,CCOc1ccc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ncc12,2.1,24.8
E-0013990,CCOc1ccc2c3cnn(CCCN4CCCCC4)c(=O)c3n(C)c2c1,2.2,14.4
E-0013991,COc1ccc2[nH]c3c(=O)n(C[C@H]4CCN(C)C4)cnc3c2c1,0.8,1.0
E-0013992,COc1ccc2c(c1)c1ncn(C[C@H]3CCN(C)C3)c(=O)c1n2C,1.1,1.9
E-0013993,CCOc1ccc2[nH]c3c(=O)n(C[C@H]4CCN(C)C4)cnc3c2c1,1.3,0.1
E-0013994,CCOc1ccc2c(c1)c1ncn(C[C@H]3CCN(C)C3)c(=O)c1n2C,1.6,19.1
E-0013995,O=c1c2[nH]c3c(F)cccc3c2ccn1CCCN1CCCCC1,2.0,4.6
E-0013996,Cn1c2cc(F)ccc2c2ccn(CCN)c(=O)c21,1.2,25.4
E-0013997,CNC(=O)COc1cnn(-c2ccc3ccncc3c2)c1,1.8,8.3
E-0013998,CN1C(=O)CCc2cnc(-c3ccc(OCCN4CCCCC4)cc3N)cc21,1.0,0.1
E-0013999,CC(=O)N[C@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)n1,2.4,62.8
E-0014000,c1cc2ccc(-n3ccc(OCC4CNC4)n3)cc2cn1,-0.5,0.2
E-0014001,NC(=O)COc1ccc(-c2ccc3ccncc3c2)cc1,2.6,23.5
E-0014002,NCCOc1cccc(-c2ccc3c(c2)NC(=O)CC3)c1,0.5,12.9
E-0014003,O=C1CCc2ccc(-c3cccc(OC4CCCNC4)n3)cc2N1,0.9,13.7
E-0014004,O=C1CCc2ccc(-c3cccc(OC4CCNC4)n3)cc2N1,0.3,51.5
E-0014005,NC1(CCOc2cnn(-c3ccc4ccncc4c3)c2)CC1,1.3,10.0
E-0014006,c1cc2ccc(-c3ccc(OC4CC5(CNC5)C4)cc3)cc2cn1,1.1,11.5
E-0014007,O=C1CCc2ccc(-c3cc(OCCN4CCCCC4)c(F)cn3)cc2N1,1.9,4.7
E-0014009,Nc1cc(OCCN2CCCCC2)ccc1-c1cc2c(cn1)CCC(=O)N2,1.4,4.5
E-0014010,Nc1cc(OCCN2CCCCC2)ccc1-c1ncc2ccncc2n1,1.8,11.0
E-0014011,c1cc2cnc(-c3ccc(OCCN4CCCCC4)cc3)nc2cn1,2.0,6.9
E-0014012,NCCCOc1cnn(-c2ccc3ccncc3c2)c1,-0.4,934.1
E-0014013,O=C1CCc2ccc(-c3nccc(OCCN4CCCCC4)n3)cc2N1,1.8,3.9
E-0014014,c1cc(OCC2CNC2)nc(-c2ccc3ccncc3c2)c1,0.4,46.0
E-0014015,O=C1CCc2ccc(-c3cccc(OCC4CNC4)n3)cc2N1,-0.5,1.7
E-0014016,c1cc2cc(-n3ccc(OCC4CNC4)n3)ccc2cn1,-0.5,104.7
E-0014017,O=C1Cc2ccc(-n3ccc(OCC4CNC4)n3)cc2CN1,-1.9,0.0
E-0014018,O=C1CCc2ccc(-n3ccc(OCC4CNC4)n3)cc2N1,-1.4,0.0
E-0014019,O=C1CCc2cc(-n3ccc(OCC4CNC4)n3)ccc2N1,-1.6,0.3
E-0014020,CC(=O)N[C@H](C)CCOc1cccc(-c2ccc3ccncc3c2)c1,3.5,62.3
E-0014021,C[C@@H](N)CCOc1cccc(-c2ccc3ccncc3c2)c1,1.1,64.8
E-0014022,CNCCOc1cccc(-c2ccc3c(c2)NC(=O)CC3)n1,0.4,14.4
E-0014023,NC(=O)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)n1,1.6,126.9
E-0014024,NC1(COc2cccc(-c3ccc4c(c3)NC(=O)CC4)n2)CC1,1.9,54.5
E-0014025,c1cc(OC2CCNC2)nc(-c2ccc3ccncc3c2)c1,0.8,264.2
E-0014026,OC1CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CC1,2.4,8.4
E-0014027,CC(=O)N[C@@H](C)CCOc1cccc(-c2ccc3ccncc3c2)c1,3.5,35.2
E-0014028,C[C@H](N)CCOc1cccc(-c2ccc3ccncc3c2)c1,1.2,56.2
E-0014029,CNC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,2.2,5.6
E-0014030,CN(C)C(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,2.2,9.2
E-0014031,O=C(Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1)N1CCC1,2.1,16.2
E-0014032,O=C(Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1)N1CC(F)(F)C1,2.6,30.0
E-0014033,CC(=O)Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1,2.8,33.8
E-0014034,O=C(c1n[nH]cc1-c1ccc2c(c1)OCO2)N1CCC(Oc2cncc(Cl)c2)CC1,3.0,136.6
E-0014046,COc1ccc(Nc2nccc(N(CCc3ccncc3)C3CC3)n2)cc1,3.9,629.0
E-0014051,Cc1ncc(COc2ccc3c(c2)c2ccn(CCCN4CCCCC4)c(=O)c2n3C)o1,2.2,21.0
E-0014052,Cn1ncnc1COc1ccc2c(c1)c1ccn(CCCN3CCCCC3)c(=O)c1n2C,1.4,16.2
E-0014054,Cn1c2ccc(OCc3cn[nH]c3)cc2c2ccn(CCCN3CCCCC3)c(=O)c21,2.0,12.7
E-0014060,Cn1c2cc(Cl)ccc2c2cc(=O)n(CCCN3CCCCC3)nc21,2.0,9.5
E-0014065,COc1cc(C(F)(F)F)c2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2c1,3.0,11.8
E-0014068,CNc1ccc(OCCN2CCCCC2)cc1-c1cc(-c2ccncc2)ccn1,1.8,42.8
E-0014069,O=C1CCc2ccc(-c3ccc(F)c(OCCN4CCCCC4)n3)cc2N1,2.5,32.6
E-0014070,CNCCCOc1cnn(-c2ccc3ccncc3c2)c1,0.2,617.0
E-0014071,O=C1Cc2cc(-n3ccc(OCC4CNC4)n3)ccc2CN1,0.1,1.0
E-0014072,NC1(COc2cnn(-c3ccc4ccncc4c3)c2)CC1,1.7,0.0
E-0014073,CN1C(=O)CCc2ccc(-c3ccc(OCCN4CCNCC4)cc3)cc21,0.9,0.0
E-0014074,Fc1cccc(-c2cccc(Nc3ccn(CC4CCNCC4)n3)n2)c1,0.8,2.5
E-0014075,Fc1cccc(-c2cccc(Nc3ccnn3CC3CCNCC3)n2)c1,0.7,0.0
E-0014076,CN(c1cccc(-c2cccc(F)c2)n1)c1ccn(CC2CCNCC2)n1,1.3,1.1
E-0014077,CN(c1cccc(-c2cccc(F)c2)n1)c1ccnn1CC1CCNCC1,1.1,2.3
E-0014078,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(Cc2ccc(Cl)cc2)CC1,3.0,143.0
E-0014079,O=C(c1n[nH]cc1C1CC1)N1CCC(Oc2ccc(Br)cc2)CC1,3.7,0.0
E-0014080,O=C(c1n[nH]c2cccnc12)N1CCC(Oc2ccc(Br)cc2)CC1,3.1,2.5
E-0014081,COc1ccc(-c2c[nH]nc2C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)cc1OC,2.4,131.0
E-0014082,O=C(c1n[nH]c2cccnc12)N1CCCN(Cc2cncc(Cl)c2)CC1,1.3,56.0
E-0014083,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCCN(Cc2cncc(Cl)c2)CC1,1.9,567.1
E-0014084,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(Cc2cncc(Cl)c2)C2(CC2)C1,2.8,119.6
E-0014085,O=C(c1n[nH]c2ccccc12)N1CC2CC(C1)N2Cc1cncc(Cl)c1,2.7,19.7
E-0014086,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CC2CC(C1)N2Cc1cncc(Cl)c1,1.5,43.6
E-0014087,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CC2CCC(C1)N2Cc1cncc(Cl)c1,2.4,132.8
E-0014088,O=C(c1n[nH]cc1-c1ccccc1)N1CC2CCC(C1)N2Cc1cncc(Cl)c1,2.7,472.8
E-0014089,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(Cc2ccccc2)CC1,2.4,121.9
E-0014090,COc1ccccc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)[nH]n1,3.8,4.3
E-0014091,COc1ccc(-c2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)[nH]n2)c(F)c1,3.9,49.1
E-0014092,NCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,0.9,53.8
E-0014093,COc1cccc2[nH]c3c(=O)n(CCN(C)C4CCCCC4)ccc3c12,3.6,336.3
E-0014094,O=c1c2[nH]c3cc(F)ccc3c2ccn1CCNC1CCCCC1,2.8,37.3
E-0014095,CC1(O)CC(NCCn2ccc3c([nH]c4cc(F)ccc43)c2=O)C1,1.9,3.8
E-0014096,O=c1c2[nH]c3cc(F)ccc3c2ccn1CCNC1CC(F)(F)C1,3.2,24.1
E-0014097,C[C@@H](NCCn1ccc2c3ccc(F)cc3n(C)c2c1=O)[C@@H]1CCC(=O)N1,2.3,5.6
E-0014098,O=c1c2[nH]c3cc4c(cc3c2ccn1CCCN1CCCCC1)OCO4,1.8,19.7
E-0014099,O=c1c2[nH]c3cc4c(cc3c2ccn1CCCN1CCCCC1)OC(F)(F)O4,3.2,4.1
E-0014100,CCOc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2cc1F,2.5,13.6
E-0014101,C[C@H](COc1ccc2c(c1)c1ccn(CCCN3CCCCC3)c(=O)c1n2C)n1ccnn1,2.7,9.0
E-0014102,COc1ccc2c(c1)c1cc(=O)n(CCCN3CCCCC3)nc1n2C,1.7,14.9
E-0014103,CC(=O)NCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,0.9,2.1
E-0014104,NCCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,2.1,7.9
E-0014105,CC(=O)NCCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,2.3,4.9
E-0014106,CC(C)NCCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,0.2,10.5
E-0014107,CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(OCC5CC5)ccc43)c2=O)C1,1.7,6.2
E-0014108,CCOc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2cn1,1.4,5.7
E-0014109,Cn1c2cc(F)cc(C(F)F)c2c2ccn(CCN)c(=O)c21,1.7,17.6
E-0014110,CC(C)NCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,1.6,11.9
E-0014111,O=C1CCc2ccc(-c3cccc(OCCNC4CCC(F)(F)CC4)n3)cc2N1,2.4,37.7
E-0014112,NC(=O)CCOc1ccc(-c2ccc3ccncc3c2)cc1,2.6,11.8
E-0014113,FC1(F)CC(NCCOc2cnn(-c3ccc4ccncc4c3)c2)C1,2.8,23.0
E-0014114,c1cc2ccc(-n3cc(OCCNC4COC4)cn3)cc2cn1,1.6,7.1
E-0014115,C[C@@H](c1ccc(Nc2cccc(-c3cccc(F)c3)n2)nc1)N1CCOCC1,3.9,48.6
E-0014116,C[C@H](c1ccc(Nc2cccc(-c3cccc(F)c3)n2)nc1)N1CCOCC1,3.9,89.5
E-0014117,NCCOc1cccc(-c2ccc3c(c2)NC(=O)CC3)n1,0.1,1.6
E-0014118,NC(=O)Cn1ccc(Nc2cccc(-c3cccnc3)n2)n1,1.0,5.5
E-0014119,Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(OCCCN4CCN(C)CC4)ccc3n(C)c12,1.5,17.2
E-0014120,O=C(c1n[nH]cc1-c1ccccc1)N1CCN(Cc2cncc(Cl)c2)CC(F)(F)C1,2.9,973.7
E-0014121,O=C(c1n[nH]c2cccnc12)N1CCN(Cc2cncc(Cl)c2)CC(F)(F)C1,2.0,309.0
E-0014122,O=C(c1n[nH]c2cccnc12)N1CCN(Cc2ccc(Cl)cc2)CC(F)(F)C1,3.2,67.5
E-0014123,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(Cc2cncc(Cl)c2)CC(F)(F)C1,2.6,561.1
E-0014124,O=C(c1n[nH]c2ccccc12)N1CCN(Cc2cncc(Cl)c2)CC(F)(F)C1,3.5,876.8
E-0014125,O=C(c1n[nH]cc1-c1ccccc1)N1CCN(Cc2ccc(Cl)cc2)CC(F)(F)C1,4.3,250.4
E-0014127,CC(=O)N1CCC(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,0.8,6.8
E-0014128,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCNCC2)CC1,-1.6,0.0
E-0014129,O=C(c1n[nH]cc1-c1ccc2c(c1)OC(F)(F)O2)N1CCN(Cc2cncc(Cl)c2)CC1,3.3,839.4
E-0014130,O=C(c1n[nH]cc1-c1ccc2c(c1)OC(F)(F)O2)N1CCC(Oc2cncc(Cl)c2)CC1,4.1,151.4
E-0014131,N#Cc1ccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)cc1,2.8,34.4
E-0014132,COc1ccc(-n2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)cn2)c(OC)c1,3.4,17.6
E-0014133,Clc1cncc(OC2CCN(Cc3n[nH]c4ccccc34)CC2)c1,3.2,50.2
E-0014134,OCCCOc1cnn(-c2ccc3ccncc3c2)c1,2.1,24.7
E-0014135,O=C1CCc2ccc(-n3cc(OCCNC4CCC(F)(F)CC4)cn3)cc2N1,1.7,3.0
E-0014136,NC1(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CCCCC1,2.5,6.4
E-0014137,c1cc2cnc(-c3ccc(OCCN4CCCCC4)cc3)cc2cn1,2.0,20.4
E-0014138,O=C1CCc2ccc(-c3cccc(OCCN4CCCCC4)n3)c(F)c2N1,1.9,3.5
E-0014139,NC(=O)Cc1ccnc(Nc2cccc(-c3cccnc3)n2)n1,1.3,7.1
E-0014140,NC(=O)Cc1cccc(Oc2cccc(-c3cccnc3)n2)n1,0.9,0.0
E-0014141,CN(c1cccc(-c2cccnc2)n1)c1ccn(CC(N)=O)n1,1.4,13.7
E-0014142,NC(=O)Cc1cccc(Nc2cccc(-c3cccc(S(N)(=O)=O)c3)n2)n1,1.3,0.0
E-0014143,NC(=O)Cc1cccc(Nc2cc(-c3cccnc3)ccn2)n1,1.4,68.4
E-0014144,NC(=O)Cc1cccc(Nc2cccc(-c3cccc(F)c3)n2)n1,3.1,71.4
E-0014145,Cc1cc(C#N)cc(-c2cccc(OCCN3CCCCC3)c2)c1,3.2,58.8
E-0014146,c1cc2ccc(-c3ccc(OC4CNC4)cc3)cc2cn1,1.4,11.9
E-0014147,O=C(c1n[nH]cc1-c1ccc2ncoc2c1)N1CCN(Cc2cncc(Cl)c2)CC1,1.5,351.7
E-0014149,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCN(C3CC3)CC2)CC1,1.4,19.6
E-0014150,O=C(c1n[nH]cc1C#Cc1cncs1)N1CCN(Cc2cncc(Cl)c2)CC1,1.9,160.7
E-0014151,COc1ccc(-c2ncc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)[nH]2)c(OC)c1,3.5,11.5
E-0014152,COc1ccc(-c2cc(CN3CCC(Oc4cncc(Cl)c4)CC3)n[nH]2)cc1OC,3.3,156.1
E-0014153,Clc1cncc(OC2CCN(Cc3n[nH]cc3-c3ccccc3)CC2)c1,3.6,376.4
E-0014154,COc1ccc(-c2cc(CN3CCC(Oc4cncc(Cl)c4)CC3)n[nH]2)c(OC)c1,3.5,87.0
E-0014155,Clc1ccc(CN2CC3CCC(C2)N3Cc2n[nH]c3cccnc23)cc1,2.9,23.1
E-0014156,Clc1ccc(CN2CC3CC(C2)N3Cc2n[nH]c3cccnc23)cc1,2.2,18.5
E-0014157,Clc1cncc(CN2C3CCC2CN(Cc2n[nH]c4cccnc24)C3)c1,1.9,246.7
E-0014158,COc1ccc2c3cc(=O)n(CCCN4CCCCC4)nc3n(C)c2c1,1.3,12.9
E-0014159,CC(C)NCCn1ccc2c3ccc(F)cc3n(C)c2c1=O,1.9,20.7
E-0014160,O=c1c2[nH]c3cc(F)ccc3c2ccn1CC[C@H]1CCCN1,0.5,6.7
E-0014161,O=c1c2[nH]c3cc(F)ccc3c2ccn1C[C@@H]1CCCN1,1.0,3.8
E-0014162,O=c1c2[nH]c3cc(F)ccc3c2ccn1CCC1CNC1,-0.2,9.1
E-0014163,O=c1c2[nH]c3cc(OC(F)F)ccc3c2ccn1CCCN1CCCCC1,2.2,10.2
E-0014164,COc1ccc2c(c1)[nH]c1c(C(N)=O)ncnc12,2.3,80.3
E-0014166,O=c1c2[nH]c3cc(Cl)ncc3c2ccn1CCCN1CCCCC1,1.4,0.0
E-0014167,O=c1c2[nH]c3cc(F)ncc3c2ccn1CCCN1CCCCC1,1.1,0.3
E-0014168,O=C1CCc2ccc(-c3nc(OCCN4CCCCC4)ccc3F)cc2N1,2.4,17.0
E-0014169,O=C1CCc2ccc(-c3nc(Cl)ccc3OCCN3CCCCC3)cc2N1,1.8,43.0
E-0014170,c1ccc(-n2ccc(Nc3ccc(OCCCN4CCCC4)cc3)n2)nc1,1.8,3.9
E-0014171,CNC1(CCOc2cnn(-c3ccc4ccncc4c3)c2)CC1,0.0,6.0
E-0014172,c1ccc(-n2cc(Nc3ccc(OCCCN4CCCC4)cn3)cn2)nc1,1.4,23.7
E-0014173,FC1(F)CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CC1,4.3,48.5
E-0014174,NC(=O)Cc1cccc(Nc2nccc(-c3cccnc3)n2)n1,1.2,22.5
E-0014175,O=C1CCc2ccc(-c3cccc(OC4CNC4)n3)cc2N1,0.4,0.0
E-0014176,c1cncc(-c2cccc(Nc3cccc(OC4CNC4)n3)n2)c1,1.1,14.0
E-0014177,O=C(c1n[nH]cc1-c1ccc2ncoc2c1)N1CCN(Cc2ccc(Cl)cc2)CC1,2.8,310.5
E-0014178,Cc1cn2nc(-c3c[nH]nc3C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)ccc2n1,2.3,117.3
E-0014179,O=C(c1n[nH]cc1-c1ccc2nccn2n1)N1CCC(Oc2cncc(Cl)c2)CC1,2.0,64.4
E-0014180,O=C1CN(Cc2ccc(Cl)cc2)CCN1Cc1n[nH]c2cccnc12,2.4,15.0
E-0014181,O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(Oc2cncc(Cl)c2)CC1,2.8,38.3
E-0014182,COc1ccc(-c2c[nH]c(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)n2)c(OC)c1,4.1,25.3
E-0014183,O=C(c1n[nH]c2cccnc12)N1CCC(Oc2ccn3ccnc3c2)CC1,1.0,0.1
E-0014184,O=C(c1n[nH]c2cccnc12)N1CCC(Oc2ccn3cnnc3c2)CC1,0.2,0.0
E-0014185,O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccn3cnnc3c2)CC1,1.6,0.9
E-0014186,O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccn3ccnc3c2)CC1,2.3,13.5
E-0014187,Clc1cncc(OC2CCN(Cc3n[nH]cc3C3CC3)CC2)c1,2.7,60.0
E-0014188,Clc1cncc(OC2CCN(Cc3n[nH]cc3-c3ccc4ncsc4c3)CC2)c1,3.7,133.3
E-0014189,Clc1cccc(OC2CCN(Cc3n[nH]c4cccnc34)CC2)c1,3.2,37.9
E-0014190,Clc1cncc(CN2CCN(Cc3n[nH]c4cccnc34)CC2)c1,1.6,28.1
E-0014191,Clc1cncc(OC2CC3CCC(C2)N3Cc2n[nH]c3cccnc23)c1,2.1,21.5
E-0014192,Clc1cncc(NC2CN(Cc3n[nH]c4cccnc34)C2)c1,1.9,15.9
E-0014193,Clc1cncc(CN2CC3CCC(C2)N3Cc2n[nH]c3cccnc23)c1,2.0,68.4
E-0014194,Clc1ccnc(OC2CCN(Cc3n[nH]c4cccnc34)CC2)c1,2.7,14.5
E-0014195,Clc1cc(OC2CCN(Cc3n[nH]c4cccnc34)CC2)ccn1,2.1,12.5
E-0014196,Clc1cccc(OC2CCN(Cc3n[nH]c4cccnc34)CC2)n1,2.7,27.0
E-0014197,CC1(O)CN(CCCn2ccc3c([nH]c4cc(F)ccc43)c2=O)C1,1.6,0.0
E-0014198,COc1ccnc2c(C(=O)N3CCN(c4ccc(N5CC(OC)C5)cc4)CC3)cn(C)c12,2.0,9.3
E-0014199,O=c1c2[nH]c3cc(F)ccc3c2ccn1C[C@H]1CCCN1,1.0,9.3
E-0014200,O=c1c2[nH]c3cc(F)ccc3c2ccn1CC[C@@H]1CCCN1,0.5,4.7
E-0014201,O=c1c2[nH]c3cc(F)ccc3c2ccn1C[C@@H]1CC(F)(F)CN1,2.8,32.0
E-0014202,O=c1c2[nH]c3cc(F)ccc3c2ccn1C[C@H]1CC(F)(F)CN1,2.8,39.8
E-0014203,O=c1c2[nH]c3ccsc3c2ccn1CCCN1CCCCC1,1.4,131.9
E-0014204,COCC1CN(c2ccc(N3CC4CC(C3)N4C(=O)c3cn(C)c4ncccc34)cc2)C1,2.7,87.8
E-0014205,O=c1c2[nH]c3cc(C(F)(F)F)ncc3c2ccn1CCCN1CCCCC1,1.7,5.4
E-0014206,NC(=O)Cn1cc(Nc2cccc(-c3cccc(F)c3)n2)cn1,2.3,9.0
E-0014207,NC(=O)Cn1ccc(Nc2cccc(-c3cccc(F)c3)n2)n1,2.0,5.0
E-0014208,CN(c1cnn(-c2ccccn2)c1)c1ccc(OCCCN2CCCC2)cn1,1.3,4.8
E-0014209,O=C1CCc2ccc(-n3cc(OCC4CNC4)cn3)cc2N1,-1.4,2.7
E-0014210,O=c1[nH]c2cc(-n3cc(OCC4CNC4)cn3)ccc2o1,-1.3,1.5
E-0014212,CN(c1ccn(CC2CCNCC2)n1)c1nccc(-c2cccc(F)c2)n1,0.4,0.0
E-0014213,CN(c1ccn(CC(N)=O)n1)c1nccc(-c2cccc(F)c2)n1,1.9,23.9
E-0014214,c1cncc(-c2cccc(Nc3cccc(OCC4CNC4)n3)n2)c1,0.5,8.1
E-0014215,Cc1cn2nc(-c3c[nH]nc3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)cc(C)c2n1,3.4,48.2
E-0014216,Cc1cn2nc(-c3c[nH]nc3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)ccc2n1,3.3,46.5
E-0014217,Clc1cncc(OC2CCC(=Cc3n[nH]c4cccnc34)CC2)c1,4.0,29.6
E-0014218,Cc1cn2nc(-c3c[nH]nc3C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)cc(C)c2n1,2.4,189.3
E-0014219,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN([C@H](c2cncc(Cl)c2)C(F)(F)F)CC1,2.5,115.9
E-0014220,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN([C@@H](c2cncc(Cl)c2)C(F)(F)F)CC1,2.5,102.8
E-0014221,c1cncc(OC2CCN(Cc3n[nH]c4cccnc34)CC2)c1,1.4,19.6
E-0014222,Clc1cncc(OC2CN(Cc3n[nH]c4cccnc34)C2)c1,1.9,12.5
E-0014223,Clc1cncc(CN2CCN(c3n[nH]c4cccnc34)CC2)c1,2.2,28.6
E-0014224,CN1C[C@H](Cn2ccc3c([nH]c4cc(Cl)ccc43)c2=O)CCC1=O,2.8,3.3
E-0014225,CN1C[C@@H](Cn2ccc3c([nH]c4cc(Cl)ccc43)c2=O)CCC1=O,2.7,1.9
E-0014226,Cn1c2ccc(Cl)cc2c2cc(=O)n(CCCN3CCCCC3)nc21,1.8,8.8
E-0014227,O=c1c2[nH]c3cc(F)ccc3c2ccn1CCCC1CNC1,-0.3,11.9
E-0014228,CNCCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,0.3,12.8
E-0014229,O=c1c2[nH]c3cc(OCF)ccc3c2ccn1CCCN1CCCCC1,1.8,26.9
E-0014230,COC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5c(Br)cccc45)CC3)cc2)C1,3.1,188.5
E-0014231,Cn1c2ccc(Cl)cc2c2c(=O)n(CCCN3CCCCC3)cnc21,2.4,35.9
E-0014232,O=C(c1n[nH]c2ccccc12)N1CCN(C(c2cncc(Cl)c2)C(F)(F)F)CC1,3.6,227.6
E-0014233,Clc1cncc(OC2CCN(c3n[nH]c4cccnc34)CC2)c1,3.3,20.6
E-0014234,O=C(c1n[nH]cc1-c1ccc2ocnc2c1)N1CCCN(Cc2cncc(Cl)c2)CC1,1.7,792.2
E-0014235,Cc1cnc2c(-c3cn[nH]c3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)cnn2c1,3.4,46.8
E-0014236,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(c2ccc(Cl)cc2)CC1,3.8,53.1
E-0014237,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(c2ccc(Cl)cc2)CC1,3.3,92.8
E-0014238,Clc1ccc(N2CCN(Cc3n[nH]c4ccccc34)CC2)cc1,3.9,7.6
E-0014239,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(C2CC2)CC1,1.6,15.6
E-0014240,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(CC(F)(F)F)CC1,1.7,27.1
E-0014241,CCN1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,0.9,0.0
E-0014242,CC(=O)N1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,0.2,5.3
E-0014243,COc1ccc(-c2cc(C(=O)N3CCN(C4CC4)CC3)[nH]n2)c(OC)c1,2.5,4.3
E-0014244,COc1ccc(-c2cc(C(=O)N3CCN(CC(F)(F)F)CC3)[nH]n2)c(OC)c1,2.8,6.5
E-0014245,CCN1CCN(C(=O)c2cc(-c3ccc(OC)cc3OC)n[nH]2)CC1,1.8,4.4
E-0014246,COc1ccc(-c2cc(C(=O)N3CCN(C(C)=O)CC3)[nH]n2)c(OC)c1,1.3,1.9
E-0014247,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(c2cncc(Cl)c2)CC1,2.4,135.2
