Molecule Name,SMILES,LogD,KSOL,HLM CLint,MLM CLint,Caco-2 Permeability Papp A>B,Caco-2 Permeability Efflux,MPPB,MBPB,MGMB,LogD modifier,KSOL modifier,HLM CLint modifier,MLM CLint modifier,Caco-2 Permeability Papp A>B modifier,Caco-2 Permeability Efflux modifier,MPPB modifier,MBPB modifier,MGMB modifier,INCHIKEY
ASAP-0020827,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=NC(C2=CC=NC=C2)=NO1,4.5,4.0,19.6,80.5,,,,,,=,=,=,=,,,,,,
ASAP-0020873,CN(C)C(=O)C1=NOC(CCCOC2=CC=C(C3=NOC(C4CC4)=N3)C=C2)=C1,3.6,16.0,29.8,54.7,,,,,,=,=,=,=,,,,,,
ASAP-0020818,CN(C)C(=O)C1=NOC(CCCOC2=CC=C(CCC3CCNCC3)C=C2)=C1,0.5,398.0,,29.4,,,,,,=,=,,=,,,,,,
ASAP-0020915,O=C(NC1=CC(Cl)=CC(C(=O)NC2=CC=C3CNCC3=C2)=C1)OCC1=CC=CC=C1,2.8,35.0,12.7,,,,,,,=,=,=,,,,,,,
ASAP-0017673,O=C(O)C1=CC(Cl)=CC=C1S(=O)(=O)NC1CCN(C2=NC(C3CC3)=CC(C(F)(F)F)=N2)CC1,2.8,380.0,26.3,,,,,,,=,=,=,,,,,,,
ASAP-0017614,CC1=NN=C(CCCOC2=CC=C(C3=NOC(C(F)(F)F)=N3)C=C2C)N1,4.1,18.0,,15.4,,,,,,=,=,,=,,,,,,
ASAP-0017622,CN(C)C(=O)C1=NOC(CCCN2C=CC3=CC(C4=NOC(C(F)(F)F)=N4)=CC=C32)=C1,,8.0,28.9,26.4,,,,,,,=,=,=,,,,,,
ASAP-0017652,CN(C)C(=O)C1=NOC(CCCN2C=CC3=NC(C4=NOC(C(F)(F)F)=N4)=CC=C32)=C1,2.7,205.0,51.3,44.1,,,,,,=,=,=,=,,,,,,
ASAP-0017708,O=C(NC1=CC(Cl)=CC(C(=O)NC2=CC=CC(C3CCNCC3)=C2)=C1)OCC1=CC=CC=C1,,126.0,,,,,,,,,=,,,,,,,,
ASAP-0017692,NCCC1=CC=C(NC(=O)C2=CC(Cl)=CC(NC(=O)OCC3=CC=CC=C3)=C2)C=C1,2.9,88.0,17.5,,,,,,,=,=,=,,,,,,,
ASAP-0017520,CC1=CC(OCC2=CC=CC=C2)=CC=C1NS(=O)(=O)C1=CC=C(Cl)C=C1C(=O)O,2.7,394.0,22.3,,,,,,,=,=,=,,,,,,,
ASAP-0017501,CCOC1=CC=CC(C2=CC=C(S(=O)(=O)NC3=CC=C(Cl)C=C3C(=O)O)C=C2)=C1,2.8,392.0,119.0,,,,,,,=,=,=,,,,,,,
ASAP-0017573,O=C(O)C1=CC(Cl)=CC=C1NS(=O)(=O)C1=CC=C(C2=CC=CC=C2Cl)C=C1,3.6,397.0,343.0,,,,,,,=,=,=,,,,,,,
ASAP-0017585,O=C(O)C1=CC(Cl)=C(F)C=C1S(=O)(=O)NC1=CC=C(OC2=CC=CC=C2Cl)C=C1,3.3,396.0,67.4,,,,,,,=,=,=,,,,,,,
ASAP-0017583,NCC1=CC=CC(NC(=O)C[C@H](NC(=O)OCC2=CC=CC=C2)C2=CC=C(OCC3=CC=CC=C3)C(Br)=C2)=C1,,21.0,12.4,,,,,,,,=,=,,,,,,,
ASAP-0017434,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CC(C(=O)N2CCCC2)=NO1,,12.0,,35.7,,,,,,,=,,=,,,,,,
ASAP-0017436,CCOC1=NOC2=CC(OCCC3CCN(C4=CC=C(C)N=N4)CC3)=CC=C12,3.0,16.0,41.7,95.3,,,,,,=,=,=,=,,,,,,
ASAP-0017443,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=NC=CN1,,68.0,,25.8,,,,,,,=,,=,,,,,,
ASAP-0017442,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=NC2=CC=CC=C2N1,,5.0,11.0,60.8,,,,,,,=,=,=,,,,,,
ASAP-0017444,COC1=CC=C2NC(CCCOC3=CC=C(C4=NOC(C(F)(F)F)=N4)C=C3C)=NC2=N1,,3.0,30.5,26.1,,,,,,,=,=,=,,,,,,
ASAP-0017440,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=NN=CO1,4.0,21.0,,12.9,,,,,,=,=,,=,,,,,,
ASAP-0017438,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=NC(C2=CC=CN=C2)=NO1,,6.0,16.6,33.0,,,,,,,=,=,=,,,,,,
ASAP-0017437,CN(C)C(=O)C1=NOC(CCCOC2=CC=C3CCCCC3=C2F)=C1,4.2,7.0,166.0,218.0,,,,,,=,=,=,=,,,,,,
ASAP-0017441,CCOC(=O)C1=CC=C(OCCC2CCN(C3=CC=C(C)N=N3)CC2)C=C1,4.1,9.0,708.0,580.0,,,,,,=,=,=,=,,,,,,
ASAP-0017292,CC1=NN=C(CCCOC2=CC=C(C3=NOC(C(F)(F)F)=N3)C=C2C)O1,4.4,78.0,16.6,74.6,,,,,,=,=,=,=,,,,,,
ASAP-0017304,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CC=CC=N1,,10.0,10.7,31.3,,,,,,,=,=,=,,,,,,
ASAP-0017303,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CC(C(=O)N2CC[C@](C)(O)C2)=NO1,4.4,16.0,,,,,,,,=,=,,,,,,,,
ASAP-0017302,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CC(C(=O)N2CC[C@@H](O)C2)=NO1,4.4,12.0,,13.0,,,,,,=,=,,=,,,,,,
ASAP-0017297,CN(C)C(=O)C1=NOC(CCCN2N=CC3=CC(C4=NOC(C(F)(F)F)=N4)=CC=C32)=C1,3.6,52.0,14.7,111.0,,,,,,=,=,=,=,,,,,,
ASAP-0017287,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CC=CN=C1,,7.0,14.9,46.2,,,,,,,=,=,=,,,,,,
ASAP-0017295,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CSN=N1,,3.0,27.5,109.0,,,,,,,=,=,=,,,,,,
ASAP-0017294,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CN=CO1,,3.0,10.5,48.2,,,,,,,=,=,=,,,,,,
ASAP-0017306,CC1=CC=NC=C1CCCOC1=CC=C(C2=NOC(C(F)(F)F)=N2)C=C1C,,3.0,13.1,16.2,,,,,,,=,=,=,,,,,,
ASAP-0017291,CC1=NOC(CCCOC2=CC=C(C3=NOC(C(F)(F)F)=N3)C=C2C)=N1,,4.0,,112.0,,,,,,,=,,=,,,,,,
ASAP-0017290,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CC=NC=C1,,4.0,10.9,24.0,,,,,,,=,=,=,,,,,,
ASAP-0017288,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CC(C(=O)N(C)C)=NO1,,9.0,11.0,24.4,,,,,,,=,=,=,,,,,,
ASAP-0017312,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=NN=C(C(F)F)O1,,6.0,,19.0,,,,,,,=,,=,,,,,,
ASAP-0017285,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CNN=C1,4.0,5.0,,17.8,,,,,,=,=,,=,,,,,,
ASAP-0017296,CC1=NC(C2=CC=C(OCCCCCN3CCN(C4=CC=NC(N)=C4)C3=O)C=C2)=NO1,2.5,10.0,32.8,29.5,,,,,,=,=,=,=,,,,,,
ASAP-0017286,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CON=C1,,12.0,,51.1,,,,,,,=,,=,,,,,,
ASAP-0017284,NC1=NC(C2=CC=CC=C2)=NC2=C1C(NC1=CC=C(C(F)(F)F)C=C1)=NN2,,2.0,,11.2,,,,,,,=,,=,,,,,,
ASAP-0017289,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CN(C)N=C1,4.2,4.0,18.1,72.5,,,,,,=,=,=,=,,,,,,
ASAP-0017308,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CC(C(=O)N2CCOCC2)=NO1,,4.0,18.5,98.3,,,,,,,=,=,=,,,,,,
ASAP-0017298,CCON=CC1=CC=C(OCCC2CCN(C3=CC=C(C)N=N3)CC2)C=C1,4.4,8.0,17.7,38.3,,,,,,=,=,=,=,,,,,,
ASAP-0017309,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1CCOCC1=CC(C(=O)N(C)C)=NO1,4.0,48.0,48.4,86.9,,,,,,=,=,=,=,,,,,,
ASAP-0017305,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CC(C(=O)N2CC[C@H](O)C2)=NO1,4.4,13.0,,12.3,,,,,,=,=,,=,,,,,,
ASAP-0017311,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=NN=NN1C1=CC=CC=C1,,9.0,,34.1,,,,,,,=,,=,,,,,,
ASAP-0017037,O=C1NC(=O)[C@@H](CC2=CC=C3OCOC3=C2)C2=CC=CC=C12,2.4,263.0,32.4,82.7,,,,,,=,=,=,=,,,,,,
ASAP-0016818,CC(C)CNC(=O)C1=CC(Cl)=C(F)C=C1NS(=O)(=O)C1=CC=C(OC2=CC=CC=C2Cl)C=C1,,4.0,198.0,,,,,,,,=,=,,,,,,,
ASAP-0016843,O=C(NCC(F)(F)F)C1=CC(Cl)=C(F)C=C1NS(=O)(=O)C1=CC=C(OC2=CC=CC=C2Cl)C=C1,,14.0,70.0,,,,,,,,=,=,,,,,,,
ASAP-0016784,NCC1=CC=CC(NC(=O)C2=CC(OCC3=CC=CC=C3)=CC=C2CNC(=O)OCC2=CC=CC=C2)=C1,2.8,14.0,21.0,,,,,,,=,=,=,,,,,,,
ASAP-0016778,NCC1=CC=CC(NC(=O)CN(C(=O)OCC2=CC=CC=C2)C2=CC=C(OCC3=CC=CC=C3)C=C2)=C1,2.9,56.0,11.0,,,,,,,=,=,=,,,,,,,
ASAP-0016768,CC1=CC(C2=CC=C([C@H](NC(=O)OCC3=CC=CC=C3)C(=O)NC3=CC=CC(CN)=C3)C=C2)=CS1,,8.0,29.5,,,,,,,,=,=,,,,,,,
ASAP-0016672,O=C(NC1=CC=C2OCOC2=C1)NC1=CNC(=O)C2=CC=CC=C12,,72.0,,40.3,,,,,,,=,,=,,,,,,
ASAP-0016664,O=C1NC(=O)[C@H](CC2=CC=CC(Cl)=C2)C2=CC=CC=C12,,291.0,170.0,16.7,,,,,,,=,=,=,,,,,,
ASAP-0016806,NCC1=CC=CC(NC(=O)C2=CC(Cl)=CC(NC(=O)OCC3=CC=CC=C3)=C2)=C1,2.7,89.0,,,,,,,,=,=,,,,,,,,
ASAP-0016554,NCC1=CC=CC(NC(=O)C[C@H](NC(=O)OCC2=CC=CC=C2)C2=CC=C(OCC3=CC=CC=C3)C=C2)=C1,,17.0,17.0,,,,,,,,=,=,,,,,,,
ASAP-0016485,O=C(CC1=CNN=C1)NC1=CNC(=O)C2=CC=CC=C12,0.1,383.0,,,,,,,,=,=,,,,,,,,
ASAP-0016445,CC1=CC(NC(=O)NC2=CNC(=O)C3=CC=C(F)C=C23)=NO1,1.9,53.0,12.5,129.0,,,,,,=,=,=,=,,,,,,
ASAP-0016345,O=C1C2=CC=CC=C2[C@H](CC2=CC=C(O)C=C2)C(=O)N1CC1=CC=C2OCOC2=C1,,133.0,421.0,545.0,,,,,,,=,=,=,,,,,,
ASAP-0016386,NCC1=CC=CC(CNC(=O)[C@H](NC(=O)OCC2=CC=CC=C2)C2=CC=C(OCC3=CC=CC=C3)C=C2)=C1,2.7,78.0,3.89,2.73,,,,,,=,=,=,=,,,,,,
ASAP-0016242,NCC1=CC=CC(NC(=O)[C@H](NC(=O)OCC2=CC=CC=C2)C(C2CCC2)C2CCC2)=C1,2.5,,12.6,,,,,,,=,,=,,,,,,,
ASAP-0016236,C1=CC=C2SC(C3CCN(CC4=CNC5=CC=CC=C45)CC3)=NC2=C1,,119.0,38.1,,,,,,,,=,=,,,,,,,
ASAP-0016164,COC1=CC=C(CNC(=O)NC2=CNC(=O)C3=CC=NC=C23)C=N1,0.7,311.0,,,,,,,,=,=,,,,,,,,
ASAP-0016130,O=C(NCC1=CC=CC=N1)NC1=CNC(=O)C2=CC(Cl)=CC=C12,1.7,127.0,11.4,24.7,,,,,,=,=,=,=,,,,,,
ASAP-0016121,NCC1=CC=CC(NC(=O)[C@H](NC(=O)OCC2=CC=CC=C2)C2CCCCC2)=C1,2.0,,5.29,,,,,,,=,,=,,,,,,,
ASAP-0016304,CC1=NOC(CCCOC2=C(C)C=C(C3=NOC(C(F)(F)F)=N3)C=C2C)=C1,4.2,18.0,11.6,21.5,,,,,,=,=,=,=,,,,,,
ASAP-0015907,O=C(NCC1=CC=CC=N1)NC1=CNC(=O)C2=CC=CN=C12,0.9,285.0,,,,,,,,=,=,,,,,,,,
ASAP-0015912,COC1=CC=CC=C1NC(=O)NC1=CNC(=O)C2=CC=CC=C12,2.2,13.0,16.5,108.0,,,,,,=,=,=,=,,,,,,
ASAP-0015925,CNC(=O)C1=CC(Cl)=C(F)C=C1NS(=O)(=O)C1=CC=C(OC2=CC=CC=C2Cl)C=C1,,49.0,71.3,45.6,,,,,,,=,=,=,,,,,,
ASAP-0015920,O=C(NCC1=CC=CC=N1)NC1=CNC(=O)C2=CC=C(F)C=C12,1.0,48.0,,12.4,,,,,,=,=,,=,,,,,,
ASAP-0014722,C[C@H](C(=O)O)[C@@H](NC(=O)C1=NC=NC2=C1C=CN2)C1=CC=C(Br)C=C1,0.6,358.0,3.0,4.0,,,,,,=,=,=,=,,,,,,
ASAP-0015892,CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)NCC1=CC=C(CN)C=C1)C1=CC=C(OCC2=CC=CC=C2)C=C1,,143.0,56.0,7.44,,,,,,,=,=,=,,,,,,
ASAP-0015682,O=C(O)C1=CC(Cl)=CC=C1NS(=O)(=O)C1=CC=C(OC2=CC=CC=C2Cl)C=C1,3.0,369.0,155.0,13.0,,,,,,=,=,=,=,,,,,,
ASAP-0015381,COC1=CC=C([C@H](CC2=NN=NN2)NC(=O)C2=NC=NC3=C2C=CN3)C=C1,-0.5,367.0,2.0,7.0,,,,,,=,=,=,=,,,,,,
ASAP-0015396,C1=CC=C2C(CN3CCC(C4=CNC5=CC=CN=C45)CC3)=CNC2=C1,,,16.0,,,,,,,,,=,,,,,,,
ASAP-0015355,COC1=CC(CC2=C(C)ON=C2C2=CC=C(F)C=C2)=NC(N2CCNCC2)=N1,2.1,325.0,15.0,33.0,,,,,,=,=,=,=,,,,,,
ASAP-0015367,NCC1=CC=CC(NC(=O)[C@@H](NC(=O)OCC2=CC=CC=C2)C2=CC=C(OCC3=CC=CC=C3)C=C2)=C1,3.2,23.0,11.0,1.0,,,,,,=,=,=,=,,,,,,
ASAP-0015169,NC1=NN=C2C=CC(C3=CC=C4NC(=O)CNC4=C3)=CN12,0.8,30.0,15.6,41.8,,,,,,=,=,=,=,,,,,,
ASAP-0014994,CNC(=O)C1=CC(Cl)=CC=C1NS(=O)(=O)C1=CC=C(OC2=CC=CC=C2Cl)C=C1,2.4,25.0,106.0,94.0,,,,,,=,=,=,=,,,,,,
ASAP-0014913,CN1C=C(NC(=O)NCC2=CC=CC=N2)C2=CN=CC=C2C1=O,0.3,378.0,4.11,2.08,,,,,,=,=,=,=,,,,,,
ASAP-0012944,O=C(/C=C/C1=CC=CC=C1)C(=O)N1CCN(CCC2=CC=CC=C2)CC1,3.3,239.0,167.0,181.0,,,,,,=,=,=,=,,,,,,
ASAP-0014807,CC1=NC=CN1C[C@H](C)CNC(=O)C1=CC=C2COB(O)C2=C1,0.2,,1.0,12.0,,,,,,=,,=,=,,,,,,
ASAP-0014822,C[C@H]1CN(C[C@H](O)CNC(=O)C2=CC=C3COB(O)C3=C2)CCO1,0.0,,8.0,14.0,,,,,,=,,=,=,,,,,,
ASAP-0014818,CN1CCN(C)[C@H](CNC(=O)C2=CC=C3COB(O)C3=C2)C1,-0.5,,14.0,16.0,,,,,,=,,=,=,,,,,,
ASAP-0014817,O=C(C1=CC=C2COB(O)C2=C1)N1CCN[C@H](C2=CC=CC=C2)C1,0.8,,4.0,12.0,,,,,,=,,=,=,,,,,,
ASAP-0014813,O=C(C[C@H]1CCN2C=NC=C2C1)NC1=CC=CC(B(O)O)=C1,1.1,,8.0,6.0,,,,,,=,,=,=,,,,,,
ASAP-0014761,CC1=CC(NC(=O)NC2=CNC(=O)C3=CC=CC=C23)=NO1,1.6,65.0,9.69,119.0,,,,,,=,=,=,=,,,,,,
ASAP-0014724,CN1CC[C@H](NC(=O)C2=CC=CC(B(O)O)=C2)[C@H]1C1=CC=C(Cl)C=C1,2.8,,21.0,53.0,,,,,,=,,=,=,,,,,,
ASAP-0014734,CN(C(=O)C1=CC=C2COB(O)C2=C1)[C@H]1CCN(C2CC2)C1,0.7,,16.0,8.0,,,,,,=,,=,=,,,,,,
ASAP-0014739,O=C(NC1=CC=CC(B(O)O)=C1)[C@H]1CCN2CCC[C@H]2C1,0.3,389.0,9.0,6.0,,,,,,=,=,=,=,,,,,,
ASAP-0014731,O=C(NC1=CC=CC(B(O)O)=C1)[C@H]1CCN(CC2=CC=CC=C2)C1,1.9,,7.0,26.0,,,,,,=,,=,=,,,,,,
ASAP-0014809,CN(C)C[C@H]1C[C@H](NC(=O)C2=CC=C3COB(O)C3=C2)C1,,,5.0,19.0,,,,,,,,=,=,,,,,,
ASAP-0014613,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC=NN=C1)C(=O)C1=CC=C(F)C=C12,1.2,,19.0,57.0,,,,,,=,,=,=,,,,,,
ASAP-0014544,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CC=C(Cl)N=N2)C2=CC(Cl)=CC=C2C1=O,2.1,390.0,70.0,75.0,,,,,,=,=,=,=,,,,,,
ASAP-0013892,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CN=CS2)C2=CC(Cl)=CC=C2C1=O,1.8,397.0,39.0,77.0,,,,,,=,=,=,=,,,,,,
ASAP-0013898,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1CCN(S(C)(=O)=O)CC1)C(=O)C1=CC=C(Cl)C=C12,1.8,376.0,237.0,237.0,,,,,,=,=,=,=,,,,,,
ASAP-0013925,O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CCN1CCOCC1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NC=CC=N1,1.9,382.0,108.0,133.0,,,,,,=,=,=,=,,,,,,
ASAP-0013827,CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCCOC4=C3)C(C)C)N=CN=C2N1,3.6,13.0,1330.0,72.0,,,,,,=,=,=,=,,,,,,
ASAP-0013814,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=C(C)N=CS2)C2=CC(Cl)=CC=C2C1=O,2.1,383.0,17.0,33.0,,,,,,=,=,=,=,,,,,,
ASAP-0013824,CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCCOC4=C3)C(C)C)N=CN=C2N1,3.6,263.0,67.0,48.0,,,,,,=,=,=,=,,,,,,
ASAP-0013833,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(=O)N(C)C)N=C1)N2)C1=CC=C2OCCOC2=C1,2.9,19.0,500.0,35.0,,,,,,=,=,=,=,,,,,,
ASAP-0013837,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(=O)N(C)C)N=C1)N2)C1=CC=C2OCCOC2=C1,3.0,205.0,108.0,45.0,,,,,,=,=,=,=,,,,,,
ASAP-0013747,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(=O)N(C)C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1,2.2,256.0,297.0,31.0,,,,,,=,=,=,=,,,,,,
ASAP-0013744,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(=O)N(C)C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1,2.2,361.0,92.0,124.0,,,,,,=,=,=,=,,,,,,
ASAP-0013717,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CS(=O)(=O)NC)C2=CC(Cl)=CC=C2C1=O,1.3,,83.0,69.0,,,,,,=,,=,=,,,,,,
ASAP-0013646,COC1=CC=C(C(=O)NC2=CC=CC(/C=C3/C(=O)NC(=O)C4=CC=CC=C34)=C2)C=C1,3.6,23.0,180.0,127.0,,,,,,=,=,=,=,,,,,,
ASAP-0013722,CC1=NOC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(F)=CC=C3C2=O)=C1,2.1,392.0,80.0,240.0,,,,,,=,=,=,=,,,,,,
ASAP-0013721,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NN=NN1C)C(=O)C1=CC=C(F)C=C12,1.5,372.0,58.0,172.0,,,,,,=,=,=,=,,,,,,
ASAP-0013720,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NC=CN1C)C(=O)C1=CC=C(F)C=C12,2.0,377.0,195.0,351.0,,,,,,=,=,=,=,,,,,,
ASAP-0013719,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC#N)C(=O)C1=CC=C(F)C=C12,1.7,375.0,85.0,84.0,,,,,,=,=,=,=,,,,,,
ASAP-0013718,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CN2N=CN=N2)C2=CC(Cl)=CC=C2C1=O,1.1,387.0,44.0,46.0,,,,,,=,=,=,=,,,,,,
ASAP-0013716,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CN=C(C)S2)C2=CC(Cl)=CC=C2C1=O,1.9,395.0,26.0,90.0,,,,,,=,=,=,=,,,,,,
ASAP-0013398,CCN1N=CC=C1CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(F)=CC=C2C1=O,2.3,378.0,256.0,441.0,,,,,,=,=,=,=,,,,,,
ASAP-0013413,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC=NN1C)C(=O)C1=CC=C(F)C=C12,2.0,,131.0,353.0,,,,,,=,,=,=,,,,,,
ASAP-0013412,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CNN=N1)C(=O)C1=CC=C(F)C=C12,1.7,389.0,11.0,61.0,,,,,,=,=,=,=,,,,,,
ASAP-0013405,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CN2C=CC=N2)C2=CC(Cl)=CC=C2C1=O,1.9,,51.0,83.0,,,,,,=,,=,=,,,,,,
ASAP-0013407,CNCCN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(F)=CC=C2C1=O,0.0,396.0,3.0,2.0,,,,,,=,=,=,=,,,,,,
ASAP-0013414,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=COC=N1)C(=O)C1=CC=C(F)C=C12,1.9,,85.0,278.0,,,,,,=,,=,=,,,,,,
ASAP-0013423,CC1=CN=C(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(F)=CC=C3C2=O)C=N1,2.0,374.0,137.0,237.0,,,,,,=,=,=,=,,,,,,
ASAP-0013303,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CS(=O)(=O)NC)C2=CC(F)=CC=C2C1=O,0.7,,33.0,29.0,,,,,,=,,=,=,,,,,,
ASAP-0013302,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CS(=O)(=O)N(C)C)C2=CC(Cl)=CC=C2C1=O,1.6,382.0,194.0,123.0,,,,,,=,=,=,=,,,,,,
ASAP-0013311,CN1N=NC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1,1.9,,29.0,97.0,,,,,,=,,=,=,,,,,,
ASAP-0013308,CN1C=NC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1,1.6,,26.0,51.0,,,,,,=,,=,=,,,,,,
ASAP-0013306,CN1C=CC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1,2.4,391.0,82.0,308.0,,,,,,=,=,=,=,,,,,,
ASAP-0013313,CN1N=NN=C1CN1C[C@]2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C2=CC(Cl)=CC=C2C1=O,1.9,389.0,126.0,582.0,,,,,,=,=,=,=,,,,,,
ASAP-0013310,CN1N=NC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1,1.9,,77.0,227.0,,,,,,=,,=,=,,,,,,
ASAP-0013309,CN1C=NC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1,1.6,382.0,53.0,73.0,,,,,,=,=,=,=,,,,,,
ASAP-0013307,CN1C=CC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1,2.4,389.0,241.0,258.0,,,,,,=,=,=,=,,,,,,
ASAP-0013305,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NNC=N1)C(=O)C1=CC=C(F)C=C12,1.3,,2.0,19.0,,,,,,=,,=,=,,,,,,
ASAP-0013304,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC(O)=NC=N1)C(=O)C1=CC=C(F)C=C12,0.8,,2.0,11.0,,,,,,=,,=,=,,,,,,
ASAP-0013300,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CC=NC=N2)C2=CC(Cl)=CC=C2C1=O,1.6,,44.0,54.0,,,,,,=,,=,=,,,,,,
ASAP-0013301,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CN=CC=N2)C2=CC(Cl)=CC=C2C1=O,1.9,,66.0,100.0,,,,,,=,,=,=,,,,,,
ASAP-0013312,CN1N=NN=C1CN1C[C@]2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C2=CC(Cl)=CC=C2C1=O,1.9,398.0,57.0,129.0,,,,,,=,=,=,=,,,,,,
